name,slug,country,city,founded,type,students,website
Faculdade Ideal,faculdade-ideal,Brazil,,,,,
Faculdade Iguaçu,faculdade-iguacu,Brazil,,,,,
Faculdade Impacta de Tecnologia,faculdade-impacta-de-tecnologia,Brazil,São Paulo,,,,
Faculdade Independente do Nordeste,faculdade-independente-do-nordeste,Brazil,,,,,
Faculdade Ined de Rio Claro,faculdade-ined-de-rio-claro,Brazil,,,,,
Faculdade Inesp - Instituto Nacional de Ensino e Pesquisa,faculdade-inesp-instituto-nacional-de-ensino-e-pesquisa,Brazil,,,,,
Faculdade Infnet,faculdade-infnet,Brazil,,1994,,,
Faculdade Infórium de Tecnologia,faculdade-inforium-de-tecnologia,Brazil,Belo Horizonte,,,,
Faculdade Ingá,faculdade-inga,Brazil,,1999,,,
Faculdade Instituto Paulista de Ensino,faculdade-instituto-paulista-de-ensino,Brazil,,,,,
Faculdade Integração Tiete,faculdade-integracao-tiete,Brazil,,,,,
Faculdade Integrada Brasil Amazônia,faculdade-integrada-brasil-amazonia,Brazil,,,,,
Faculdade Integrada da Grande Fortaleza,faculdade-integrada-da-grande-fortaleza,Brazil,Fortaleza,,,,
Faculdade Integrada das Cataratas,faculdade-integrada-das-cataratas,Brazil,,,,,
Faculdade Integrada de Araguatins,faculdade-integrada-de-araguatins,Brazil,,,,,
Faculdade Integrada de Ensino Superior de Colinas,faculdade-integrada-de-ensino-superior-de-colinas,Brazil,,,,,
Faculdade Integrada de Pernambuco,faculdade-integrada-de-pernambuco,Brazil,Recife,,,,
Faculdade Integrada de Santa Maria,faculdade-integrada-de-santa-maria,Brazil,,,,,
Faculdade Integrada do Brasil,faculdade-integrada-do-brasil,Brazil,,,,,
Faculdade Integrada Euclides Fernandes,faculdade-integrada-euclides-fernandes,Brazil,,,,,
Faculdade Integrada Metropolitana de Campinas,faculdade-integrada-metropolitana-de-campinas,Brazil,,,,,
Faculdade Integrada Tiradentes,faculdade-integrada-tiradentes,Brazil,,2006,,,
Faculdade Integral Cantareira,faculdade-integral-cantareira,Brazil,São Paulo,,,,
Faculdade Integral Diferencial,faculdade-integral-diferencial,Brazil,,,,,
Faculdade Interação Americana,faculdade-interacao-americana,Brazil,,,,,
Faculdade Interamericana de Porto Velho,faculdade-interamericana-de-porto-velho,Brazil,,,,,
Faculdade Interlagos de Educação e Cultura,faculdade-interlagos-de-educacao-e-cultura,Brazil,São Paulo,,,,
Faculdade Intermunicipal do Noroeste do Paraná,faculdade-intermunicipal-do-noroeste-do-parana,Brazil,,,,,
Faculdade Internacional de Curitiba,faculdade-internacional-de-curitiba,Brazil,,,,,
Faculdade Internacional do Delta,faculdade-internacional-do-delta,Brazil,,,,,
Faculdade Internacional Signorelli,faculdade-internacional-signorelli,Brazil,,,,,
Faculdade Intesp,faculdade-intesp,Brazil,,,,,
Faculdade Iseib de Betim,faculdade-iseib-de-betim,Brazil,,,,,
Faculdade Itanhaém,faculdade-itanhaem,Brazil,,,,,
Faculdade Itapuranga,faculdade-itapuranga,Brazil,,,,,
Faculdade Iteana de Botucatu,faculdade-iteana-de-botucatu,Brazil,,,,,
Faculdade Itop,faculdade-itop,Brazil,,,,,
Faculdade J. Simões Ensino Superior,faculdade-j-simoes-ensino-superior,Brazil,,,,,
Faculdade Jangada,faculdade-jangada,Brazil,,,,,
Faculdade Jataiense,faculdade-jataiense,Brazil,,,,,
Faculdade Jauense,faculdade-jauense,Brazil,,,,,
Faculdade Jesus Maria José,faculdade-jesus-maria-jose,Brazil,Brasília,,,,
Faculdade Jk - Asa Norte,faculdade-jk-asa-norte,Brazil,Brasília,,,,
Faculdade Jk - Guará,faculdade-jk-guara,Brazil,Brasília,,,,
Faculdade Jk - Unidade I - Gama,faculdade-jk-unidade-i-gama,Brazil,Brasília,,,,
Faculdade Jk - Unidade Ii - Gama,faculdade-jk-unidade-ii-gama,Brazil,Brasília,,,,
Faculdade Joana D'arc,faculdade-joana-darc,Brazil,São Paulo,,,,
Faculdade João Calvino,faculdade-joao-calvino,Brazil,,,,,
Faculdade Joaquim Nabuco - Paulista,faculdade-joaquim-nabuco-paulista,Brazil,,,,,
Faculdade Joaquim Nabuco Recife,faculdade-joaquim-nabuco-recife,Brazil,Recife,,,,
Faculdade José Augusto Vieira,faculdade-jose-augusto-vieira,Brazil,,,,,
Faculdade José Lacerda Filho de Ciências Aplicadas,faculdade-jose-lacerda-filho-de-ciencias-aplicadas,Brazil,,,,,
Faculdade Juiz de Fora,faculdade-juiz-de-fora,Brazil,,,,,
Faculdade Juvêncio Terra,faculdade-juvencio-terra,Brazil,,,,,
Faculdade Kennedy,faculdade-kennedy,Brazil,,,,,
Faculdade Kurios,faculdade-kurios,Brazil,,,,,
Faculdade La Salle,faculdade-la-salle-q56841415,Brazil,,,,,
Faculdade La Salle,faculdade-la-salle,Brazil,,1999,,,
Faculdade Latino Americana de Educação,faculdade-latino-americana-de-educacao,Brazil,Fortaleza,,,,
Faculdade Legale,faculdade-legale,Brazil,São Paulo,,,,
Faculdade Leonardo da Vinci,faculdade-leonardo-da-vinci,Brazil,,,,,
Faculdade Líder,faculdade-lider,Brazil,,,,,
Faculdade Lions,faculdade-lions,Brazil,Goiânia,,,,
Faculdade Literatus,faculdade-literatus,Brazil,,,,,
Faculdade Lourenço Filho,faculdade-lourenco-filho,Brazil,Fortaleza,,,,
Faculdade Ls,faculdade-ls,Brazil,Brasília,,,,
Faculdade Luciano Feijão,faculdade-luciano-feijao,Brazil,,,,,
Faculdade Luiz Eduardo Magalhães,faculdade-luiz-eduardo-magalhaes,Brazil,,,,,
Faculdade Luso-brasileira,faculdade-luso-brasileira,Brazil,,,,,
Faculdade Luterana de Teologia,faculdade-luterana-de-teologia,Brazil,,,,,
Faculdade Luterana Rui Barbosa,faculdade-luterana-rui-barbosa,Brazil,,,,,
Faculdade Luterana São Marcos,faculdade-luterana-sao-marcos,Brazil,,,,,
Faculdade Machado de Assis,faculdade-machado-de-assis,Brazil,,,,,
Faculdade Machado Sobrinho,faculdade-machado-sobrinho,Brazil,,,,,
Faculdade Madre Tereza,faculdade-madre-tereza,Brazil,,,,,
Faculdade Madre Thaís,faculdade-madre-thais,Brazil,,,,,
Faculdade Magister,faculdade-magister,Brazil,São Paulo,,,,
Faculdade Maranhense São José dos Cocais,faculdade-maranhense-sao-jose-dos-cocais,Brazil,,,,,
Faculdade Marechal Rondon,faculdade-marechal-rondon,Brazil,,,,,
Faculdade Maria Milza,faculdade-maria-milza,Brazil,,,,,
Faculdade Maringá,faculdade-maringa,Brazil,,,,,
Faculdade Mario Schenberg,faculdade-mario-schenberg,Brazil,,,,,
Faculdade Marista,faculdade-marista,Brazil,Recife,,,,
Faculdade Martha Falcão,faculdade-martha-falcao,Brazil,,,,,
Faculdade Mater Dei,faculdade-mater-dei,Brazil,,,,,
Faculdade Mato Grosso do Sul,faculdade-mato-grosso-do-sul,Brazil,,,,,
Faculdade Mauá de Brasília,faculdade-maua-de-brasilia,Brazil,Brasília,,,,
Faculdade Max Planck,faculdade-max-planck,Brazil,,,,,
Faculdade Mercúrio,faculdade-mercurio,Brazil,,,,,
Faculdade Meridional,faculdade-meridional,Brazil,,2001,,,
Faculdade Meta,faculdade-meta,Brazil,,,,,
Faculdade Metodista de Ciências Humanas e Exatas,faculdade-metodista-de-ciencias-humanas-e-exatas,Brazil,,,,,
Faculdade Metodista de Santa Maria,faculdade-metodista-de-santa-maria,Brazil,,,,,
Faculdade Metodista de Teologia e Ciências Humanas da Amazônia,faculdade-metodista-de-teologia-e-ciencias-humanas-da-amazonia,Brazil,,,,,
Faculdade Método de São Paulo,faculdade-metodo-de-sao-paulo,Brazil,São Paulo,,,,
Faculdade Metropolitana,faculdade-metropolitana,Brazil,,,,,
Faculdade Metropolitana da Grande Fortaleza,faculdade-metropolitana-da-grande-fortaleza,Brazil,Fortaleza,,,,
Faculdade Metropolitana da Grande Recife,faculdade-metropolitana-da-grande-recife,Brazil,,2001,,,
Faculdade Metropolitana de Anápolis,faculdade-metropolitana-de-anapolis,Brazil,,,,,
Faculdade Metropolitana de Blumenau,faculdade-metropolitana-de-blumenau,Brazil,,,,,
Faculdade Metropolitana de Caieiras,faculdade-metropolitana-de-caieiras,Brazil,,,,,
Faculdade Metropolitana de Camaçari,faculdade-metropolitana-de-camacari,Brazil,,,,,
Faculdade Metropolitana de Curitiba,faculdade-metropolitana-de-curitiba,Brazil,,,,,
Faculdade Metropolitana de Guaramirim,faculdade-metropolitana-de-guaramirim,Brazil,,,,,
Faculdade Metropolitana de Manaus,faculdade-metropolitana-de-manaus,Brazil,,,,,
Faculdade Metropolitana de Marabá,faculdade-metropolitana-de-maraba,Brazil,,,,,
Faculdade Metropolitana de Maringá,faculdade-metropolitana-de-maringa,Brazil,,,,,
Faculdade Metropolitana de Rio do Sul,faculdade-metropolitana-de-rio-do-sul,Brazil,,,,,
Faculdade Metropolitana do Planalto Norte,faculdade-metropolitana-do-planalto-norte,Brazil,,,,,
Faculdade Metropolitana São Carlos,faculdade-metropolitana-sao-carlos,Brazil,,2011,,,
Faculdade Metropolitana São Carlos Bji,faculdade-metropolitana-sao-carlos-bji,Brazil,,,,,
Faculdade Mineirense,faculdade-mineirense,Brazil,,,,,
Faculdade Missioneira do Paraná,faculdade-missioneira-do-parana,Brazil,,,,,
Faculdade Modelo,faculdade-modelo,Brazil,,,,,
Faculdade Módulo Paulista,faculdade-modulo-paulista,Brazil,São Paulo,,,,
Faculdade Mogiana do Estado de São Paulo,faculdade-mogiana-do-estado-de-sao-paulo,Brazil,,,,,
Faculdade Monteiro Lobato,faculdade-monteiro-lobato,Brazil,,,,,
Faculdade Montenegro,faculdade-montenegro,Brazil,,,,,
Faculdade Montes Belos,faculdade-montes-belos,Brazil,,,,,
Faculdade Montessoriano de Salvador,faculdade-montessoriano-de-salvador,Brazil,,,,,
Faculdade Moraes Júnior - Mackenzie Rio,faculdade-moraes-junior-mackenzie-rio,Brazil,,,,,
Faculdade Morumbi Sul,faculdade-morumbi-sul,Brazil,São Paulo,,,,
Faculdade Mozarteum de São Paulo,faculdade-mozarteum-de-sao-paulo,Brazil,São Paulo,,,,
Faculdade Mundial,faculdade-mundial,Brazil,São Paulo,,,,
Faculdade Municipal de Palhoça,faculdade-municipal-de-palhoca,Brazil,,,,,
Faculdade Municipal Professor Franco Montoro de Mogi Guaçu,faculdade-municipal-professor-franco-montoro-de-mogi-guacu,Brazil,,,,,
Faculdade Nacional,faculdade-nacional,Brazil,,,,,
Faculdade Natalense de Ensino e Cultura,faculdade-natalense-de-ensino-e-cultura,Brazil,,,,,
Faculdade Nazarena do Brasil,faculdade-nazarena-do-brasil,Brazil,,,,,
Faculdade Network,faculdade-network,Brazil,,,,,
Faculdade Nobre de Feira de Santana,faculdade-nobre-de-feira-de-santana,Brazil,,,,,
Faculdade Nordeste,faculdade-nordeste,Brazil,Fortaleza,2001,,,
Faculdade Noroeste,faculdade-noroeste,Brazil,Goiânia,,,,
Faculdade Norte Capixaba de Sao Mateus,faculdade-norte-capixaba-de-sao-mateus,Brazil,,,,,
Faculdade Norte Paranaense,faculdade-norte-paranaense,Brazil,,,,,
Faculdade Nossa Cidade,faculdade-nossa-cidade,Brazil,,,,,
Faculdade Nossa Senhora Aparecida,faculdade-nossa-senhora-aparecida,Brazil,,,,,
Faculdade Nossa Senhora de Fátima,faculdade-nossa-senhora-de-fatima,Brazil,,,,,
Faculdade Nossa Senhora de Lourdes,faculdade-nossa-senhora-de-lourdes,Brazil,,,,,
Faculdade Nova Roma,faculdade-nova-roma,Brazil,Recife,,,,
Faculdade Novo Hamburgo,faculdade-novo-hamburgo,Brazil,,,,,
Faculdade Novo Milênio,faculdade-novo-milenio,Brazil,,,,,
Faculdade Novos Horizontes,faculdade-novos-horizontes,Brazil,Belo Horizonte,2001,,,
Faculdade Oboé - Faco,faculdade-oboe-faco,Brazil,Fortaleza,,,,
Faculdade Olga Mettig,faculdade-olga-mettig,Brazil,,1967,,,
Faculdade Omni,faculdade-omni,Brazil,,,,,
Faculdade Orígenes Lessa,faculdade-origenes-lessa,Brazil,,,,,
Faculdade Osvaldo Cruz,faculdade-osvaldo-cruz,Brazil,,,,,
Faculdade Padrão,faculdade-padrao,Brazil,Goiânia,,,,
Faculdade Padrão,faculdade-padrao-q56841303,Brazil,,,,,
Faculdade Padre Anchieta de Cajamar,faculdade-padre-anchieta-de-cajamar,Brazil,,,,,
Faculdade Padre Anchieta de Várzea Paulista,faculdade-padre-anchieta-de-varzea-paulista,Brazil,,,,,
Faculdade Padre João Bagozzi,faculdade-padre-joao-bagozzi,Brazil,,,,,
Faculdade Palotina,faculdade-palotina,Brazil,,,,,
Faculdade Pan Amazônia,faculdade-pan-amazonia,Brazil,,,,,
Faculdade Pan Americana,faculdade-pan-americana,Brazil,,,,,
Faculdade Panamericana de Ji-paraná,faculdade-panamericana-de-ji-parana,Brazil,,,,,
Faculdade para o Desenvolvimento do Sudeste Tocantinense,faculdade-para-o-desenvolvimento-do-sudeste-tocantinense,Brazil,,,,,
Faculdade Paraense de Ensino,faculdade-paraense-de-ensino,Brazil,,,,,
Faculdade Paraíbana,faculdade-paraibana,Brazil,,,,,
Faculdade Paraibana de Processamento de Dados,faculdade-paraibana-de-processamento-de-dados,Brazil,,,,,
Faculdade Paraíso,faculdade-paraiso,Brazil,,,,,
Faculdade Paraíso do Ceará,faculdade-paraiso-do-ceara,Brazil,,2005,,,
Faculdade Paranaense,faculdade-paranaense,Brazil,,,,,
Faculdade Paranapanema,faculdade-paranapanema,Brazil,,,,,
Faculdade Parque,faculdade-parque,Brazil,,,,,
Faculdade Paschoal Dantas,faculdade-paschoal-dantas,Brazil,São Paulo,,,,
Faculdade Paulista de Artes,faculdade-paulista-de-artes,Brazil,São Paulo,,,,
Faculdade Paulista de Educação e Comunicação,faculdade-paulista-de-educacao-e-comunicacao,Brazil,,,,,
Faculdade Paulista de Pesquisa e Ensino Superior,faculdade-paulista-de-pesquisa-e-ensino-superior,Brazil,São Paulo,,,,
Faculdade Paulista de Serviço Social,faculdade-paulista-de-servico-social,Brazil,São Paulo,,,,
Faculdade Paulista de Serviço Social de São Caetano do Sul,faculdade-paulista-de-servico-social-de-sao-caetano-do-sul,Brazil,,,,,
Faculdade Paulo Setubal,faculdade-paulo-setubal,Brazil,,,,,
Faculdade Paulus de Tecnologia e Comunicação,faculdade-paulus-de-tecnologia-e-comunicacao,Brazil,São Paulo,,,,
Faculdade Pensar,faculdade-pensar,Brazil,,,,,
Faculdade Pereira de Freitas,faculdade-pereira-de-freitas,Brazil,,,,,
Faculdade Pernambucana de Saúde,faculdade-pernambucana-de-saude,Brazil,Recife,,,,
Faculdade Peruibe,faculdade-peruibe,Brazil,,,,,
Faculdade Phênix de Ciências Humanas e Sociais do Brasil,faculdade-phenix-de-ciencias-humanas-e-sociais-do-brasil,Brazil,,,,,
Faculdade Piauiense,faculdade-piauiense,Brazil,,,,,
Faculdade Piauiense,faculdade-piauiense-q56840942,Brazil,,,,,
Faculdade Piauiense de Processamento de Dados,faculdade-piauiense-de-processamento-de-dados,Brazil,,,,,
Faculdade Pinhalzinho,faculdade-pinhalzinho,Brazil,,,,,
Faculdade Pinheiro Guimarães,faculdade-pinheiro-guimaraes,Brazil,,,,,
Faculdade Pitágoras de Belo Horizonte,faculdade-pitagoras-de-belo-horizonte,Brazil,Belo Horizonte,,,,
Faculdade Pitágoras de Betim,faculdade-pitagoras-de-betim,Brazil,,,,,
Faculdade Pitágoras de Contagem,faculdade-pitagoras-de-contagem,Brazil,,,,,
Faculdade Pitágoras de Divinópolis - Fpd,faculdade-pitagoras-de-divinopolis-fpd,Brazil,,,,,
Faculdade Pitágoras de Feira de Santana,faculdade-pitagoras-de-feira-de-santana,Brazil,,,,,
Faculdade Pitágoras de Governador Valadares,faculdade-pitagoras-de-governador-valadares,Brazil,,,,,
Faculdade Pitágoras de Guarapari,faculdade-pitagoras-de-guarapari,Brazil,,,,,
Faculdade Pitágoras de Ipatinga,faculdade-pitagoras-de-ipatinga,Brazil,,,,,
Faculdade Pitágoras de Jundiaí,faculdade-pitagoras-de-jundiai,Brazil,,,,,
Faculdade Pitágoras de Linhares,faculdade-pitagoras-de-linhares,Brazil,,,,,
Faculdade Pitágoras de Londrina,faculdade-pitagoras-de-londrina,Brazil,,,,,
Faculdade Pitágoras de Poços de Caldas,faculdade-pitagoras-de-pocos-de-caldas,Brazil,,,,,
Faculdade Pitágoras de São Luiz,faculdade-pitagoras-de-sao-luiz,Brazil,,,,,
Faculdade Pitágoras de Tecnologia de Guarapari,faculdade-pitagoras-de-tecnologia-de-guarapari,Brazil,,,,,
Faculdade Pitágoras de Teixeira de Freitas,faculdade-pitagoras-de-teixeira-de-freitas,Brazil,,2002,,,
Faculdade Pitágoras de Uberlândia,faculdade-pitagoras-de-uberlandia,Brazil,,,,,
Faculdade Pitágoras de Votorantim - Sorocaba,faculdade-pitagoras-de-votorantim-sorocaba,Brazil,,,,,
Faculdade Polis das Artes,faculdade-polis-das-artes,Brazil,,,,,
Faculdade Politec,faculdade-politec,Brazil,,,,,
Faculdade Politécnica de Campinas,faculdade-politecnica-de-campinas,Brazil,,,,,
Faculdade Politécnica de Uberlândia,faculdade-politecnica-de-uberlandia,Brazil,,1999,,,
Faculdade Portal,faculdade-portal,Brazil,,,,,
Faculdade Porto das Águas,faculdade-porto-das-aguas,Brazil,,,,,
Faculdade Porto-alegrense,faculdade-porto-alegrense,Brazil,,,,,
Faculdade Potiguar da Paraíba,faculdade-potiguar-da-paraiba,Brazil,,,,,
Faculdade Práxis,faculdade-praxis,Brazil,São Paulo,,,,
Faculdade Presbiteriana Augusto Galvão,faculdade-presbiteriana-augusto-galvao,Brazil,,,,,
Faculdade Presbiteriana Gammon,faculdade-presbiteriana-gammon,Brazil,,,,,
Faculdade Presidente Antônio Carlos,faculdade-presidente-antonio-carlos,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Aimorés,faculdade-presidente-antonio-carlos-de-aimores,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Almenara,faculdade-presidente-antonio-carlos-de-almenara,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Arcos,faculdade-presidente-antonio-carlos-de-arcos,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Baependi,faculdade-presidente-antonio-carlos-de-baependi,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Barão de Cocais,faculdade-presidente-antonio-carlos-de-barao-de-cocais,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Belo Horizonte,faculdade-presidente-antonio-carlos-de-belo-horizonte,Brazil,Belo Horizonte,,,,
Faculdade Presidente Antônio Carlos de Betim,faculdade-presidente-antonio-carlos-de-betim,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Bocaiúva,faculdade-presidente-antonio-carlos-de-bocaiuva,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Bom Despacho,faculdade-presidente-antonio-carlos-de-bom-despacho,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Campo Belo,faculdade-presidente-antonio-carlos-de-campo-belo,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Carmópolis,faculdade-presidente-antonio-carlos-de-carmopolis,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Central de Minas,faculdade-presidente-antonio-carlos-de-central-de-minas,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Congonhas,faculdade-presidente-antonio-carlos-de-congonhas,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete,faculdade-presidente-antonio-carlos-de-conselheiro-lafaiete,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Contagem,faculdade-presidente-antonio-carlos-de-contagem,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Curvelo,faculdade-presidente-antonio-carlos-de-curvelo,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Divino,faculdade-presidente-antonio-carlos-de-divino,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Elói Mendes,faculdade-presidente-antonio-carlos-de-eloi-mendes,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Felixlândia,faculdade-presidente-antonio-carlos-de-felixlandia,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Governador Valadares,faculdade-presidente-antonio-carlos-de-governador-valadares,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Ipatinga,faculdade-presidente-antonio-carlos-de-ipatinga,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Itabira,faculdade-presidente-antonio-carlos-de-itabira,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Itabirito,faculdade-presidente-antonio-carlos-de-itabirito,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Itajubá,faculdade-presidente-antonio-carlos-de-itajuba,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Itambacuri,faculdade-presidente-antonio-carlos-de-itambacuri,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Itanhandu,faculdade-presidente-antonio-carlos-de-itanhandu,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Lagoa Santa,faculdade-presidente-antonio-carlos-de-lagoa-santa,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Lambari,faculdade-presidente-antonio-carlos-de-lambari,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Leopoldina,faculdade-presidente-antonio-carlos-de-leopoldina,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Mariana,faculdade-presidente-antonio-carlos-de-mariana,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Montes Claros,faculdade-presidente-antonio-carlos-de-montes-claros,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Nova Lima,faculdade-presidente-antonio-carlos-de-nova-lima,Brazil,,,,,
Faculdade Presidente Antõnio Carlos de Perdões,faculdade-presidente-antonio-carlos-de-perdoes,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Ponte Nova,faculdade-presidente-antonio-carlos-de-ponte-nova,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Porteirinha,faculdade-presidente-antonio-carlos-de-porteirinha,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Raul Soares,faculdade-presidente-antonio-carlos-de-raul-soares,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Ribeirão das Neves,faculdade-presidente-antonio-carlos-de-ribeirao-das-neves,Brazil,,,,,
Faculdade Presidente Antônio Carlos de Sabará,faculdade-presidente-antonio-carlos-de-sabara,Brazil,,,,,
Faculdade Presidente Antônio Carlos de São Francisco,faculdade-presidente-antonio-carlos-de-sao-francisco,Brazil,,,,,
Faculdade Presidente Antônio Carlos de São João Del Rei,faculdade-presidente-antonio-carlos-de-sao-joao-del-rei,Brazil,,,,,
Faculdade Presidente Antônio Carlos de São João Nepomuceno,faculdade-presidente-antonio-carlos-de-sao-joao-nepomuceno,Brazil,,,,,
Faculdade Presidente Antônio Carlos de São Lourenço,faculdade-presidente-antonio-carlos-de-sao-lourenco,Brazil,,,,,
