University_Name,Country,Region,Year,QS_Rank,National_Rank,QS_Overall_Score,Academic_Reputation,Employer_Reputation,Faculty_Student_Ratio,Citations_Per_Faculty,International_Faculty_Ratio,International_Students_Ratio,International_Research_Network,Employment_Outcomes,Sustainability,Std_Country,Std_University_Name
Ghent University,Belgium,Europe,2026,162.0,2.0,60.8,68.2,39.1,84.5,32.4,83.4,33.8,99.2,84.9,94.0,Belgium,Ghent University
King Abdul Aziz University (KAU),Saudi Arabia,Asia,2026,163.0,3.0,60.7,67.5,76.6,41.4,47.8,83.1,9.2,95.0,44.9,77.5,Saudi Arabia,King Abdul Aziz University (KAU)
Nagoya University,Japan,Asia,2026,164.0,6.0,60.3,74.2,71.5,84.2,38.2,22.6,27.6,66.0,39.2,74.1,Japan,Nagoya University
Chalmers University of Technology,Sweden,Europe,2026,165.0,5.0,60.2,34.6,56.6,59.5,80.9,100.0,74.3,77.0,53.3,82.7,Sweden,Chalmers University of Technology
Al-Farabi Kazakh National University,Kazakhstan,Asia,2026,166.0,1.0,59.8,60.7,86.3,99.6,2.1,80.9,83.2,75.7,66.2,62.8,Kazakhstan,Al-Farabi Kazakh National University
Washington University in St. Louis,United States,Americas,2026,167.0,35.0,59.6,46.5,25.7,99.8,62.6,93.1,81.8,74.8,55.1,85.8,United States,Washington University in St. Louis
University of Montreal,Canada,Americas,2026,168.0,7.0,59.5,66.1,44.0,79.5,26.3,91.5,66.4,88.7,65.4,89.9,Canada,University of Montreal
University of York,United Kingdom,Europe,2026,169.0,25.0,59.4,56.8,42.3,55.8,53.8,92.4,75.4,96.0,41.0,93.2,United Kingdom,University of York
Hokkaido University,Japan,Asia,2026,170.0,7.0,59.3,71.5,68.8,76.8,42.7,28.2,20.5,77.5,26.4,78.5,Japan,Hokkaido University
Kyushu University,Japan,Asia,2026,170.0,7.0,59.3,71.3,72.1,87.1,34.2,24.5,39.0,76.4,20.9,74.8,Japan,Kyushu University
Universitat Autónoma de Barcelona,Spain,Europe,2026,172.0,2.0,59.2,76.4,42.1,15.2,76.2,26.5,27.2,93.7,30.4,90.3,Spain,Universitat Autónoma de Barcelona
Arizona State University,United States,Americas,2026,173.0,36.0,59.1,63.9,63.3,9.5,61.5,72.5,53.2,95.2,42.2,85.8,United States,Arizona State University
McMaster University,Canada,Americas,2026,173.0,8.0,59.1,52.5,43.6,61.8,56.6,94.6,66.3,84.3,60.0,86.6,Canada,McMaster University
Universidad de Chile,Chile,Americas,2026,173.0,2.0,59.1,91.9,92.0,10.9,18.2,12.2,8.1,77.9,97.6,69.5,Chile,Universidad de Chile
National Tsing Hua University,Taiwan,Asia,2026,176.0,2.0,59.0,67.0,77.1,34.2,73.5,26.7,37.3,42.1,25.4,57.8,Taiwan,National Tsing Hua University
Khalifa University of Science and Technology,United Arab Emirates,Asia,2026,177.0,1.0,58.8,34.3,42.8,83.2,83.9,100.0,83.0,81.1,12.6,68.1,United Arab Emirates,Khalifa University of Science and Technology
Tongji University,China (Mainland),Asia,2026,177.0,8.0,58.8,45.2,41.2,31.2,99.6,92.6,47.4,74.6,33.4,77.2,China (Mainland),Tongji University
"University of California, Santa Barbara (UCSB)",United States,Americas,2026,179.0,37.0,58.7,65.3,32.4,9.3,99.0,81.3,27.5,75.4,25.6,65.2,United States,"University of California, Santa Barbara (UCSB)"
Indian Institute of Technology Madras (IITM),India,Asia,2026,180.0,3.0,58.4,56.8,85.8,21.3,90.2,3.1,3.2,45.6,45.8,73.0,India,Indian Institute of Technology Madras (IITM)
Cardiff University,United Kingdom,Europe,2026,181.0,26.0,57.8,60.1,54.4,48.2,42.2,87.2,70.1,93.4,33.5,88.9,United Kingdom,Cardiff University
Emory University,United States,Americas,2026,182.0,38.0,57.7,34.5,37.7,92.8,85.7,70.0,49.6,85.0,42.4,63.5,United States,Emory University
Curtin University,Australia,Oceania,2026,183.0,12.0,57.6,46.3,39.3,17.7,89.6,100.0,54.3,94.2,37.9,82.0,Australia,Curtin University
University of Bern,Switzerland,Europe,2026,184.0,6.0,57.5,38.0,26.0,49.0,99.3,100.0,52.9,95.5,37.2,68.9,Switzerland,University of Bern
University of Wollongong,Australia,Oceania,2026,184.0,13.0,57.5,41.6,33.1,21.1,95.6,99.5,82.2,88.6,25.8,86.1,Australia,University of Wollongong
Wuhan University,China (Mainland),Asia,2026,186.0,9.0,57.3,53.6,46.7,21.3,98.0,47.1,10.7,77.8,58.9,60.8,China (Mainland),Wuhan University
Tecnológico de Monterrey (ITESM),Mexico,Americas,2026,187.0,2.0,57.1,69.9,93.9,69.4,4.8,24.5,18.3,74.6,97.4,73.8,Mexico,Tecnológico de Monterrey (ITESM)
University Complutense Madrid,Spain,Europe,2026,187.0,3.0,57.1,78.5,73.9,41.6,12.8,18.2,32.9,92.7,97.3,80.4,Spain,University Complutense Madrid
UNIVERSITAS INDONESIA,Indonesia,Asia,2026,189.0,1.0,57.0,69.9,89.3,68.8,3.9,86.6,10.9,59.6,87.2,60.9,Indonesia,UNIVERSITAS INDONESIA
Ohio State University,United States,Americas,2026,190.0,39.0,56.9,71.1,63.0,53.1,33.8,37.4,20.6,93.7,66.0,69.2,United States,Ohio State University
"Queen's University, Ontario",Canada,Americas,2026,191.0,9.0,56.8,50.9,75.7,7.9,56.3,75.6,35.5,79.0,92.3,86.6,Canada,"Queen's University, Ontario"
Université Catholique de Louvain (UCL),Belgium,Europe,2026,191.0,3.0,56.8,61.7,36.0,6.4,59.5,94.5,63.1,91.6,82.0,81.3,Belgium,Université Catholique de Louvain (UCL)
Universität Hamburg,Germany,Europe,2026,193.0,9.0,56.5,64.0,51.7,25.6,54.6,58.8,31.3,93.8,49.9,94.1,Germany,Universität Hamburg
University of Reading,United Kingdom,Europe,2026,194.0,27.0,56.2,45.7,46.8,20.2,63.0,95.0,85.8,93.3,57.6,92.4,United Kingdom,University of Reading
Vrije Universiteit Amsterdam,Netherlands,Europe,2026,194.0,9.0,56.2,53.3,28.8,23.3,80.7,82.9,57.6,90.1,56.4,68.8,Netherlands,Vrije Universiteit Amsterdam
Waseda University,Japan,Asia,2026,196.0,9.0,56.1,73.6,97.2,29.5,7.3,35.2,43.7,63.1,90.7,74.3,Japan,Waseda University
University of Otago,New Zealand,Oceania,2026,197.0,2.0,55.8,60.0,36.0,14.8,63.2,100.0,39.6,76.5,68.7,88.2,New Zealand,University of Otago
Vienna University of Technology,Austria,Europe,2026,197.0,2.0,55.8,47.6,56.3,18.5,71.1,91.8,95.9,71.9,29.1,59.0,Austria,Vienna University of Technology
National Yang Ming Chiao Tung University,Taiwan,Asia,2026,199.0,3.0,55.7,42.1,68.5,55.4,71.8,29.1,31.9,54.1,75.8,74.1,Taiwan,National Yang Ming Chiao Tung University
Queen's University Belfast,United Kingdom,Europe,2026,199.0,28.0,55.7,49.6,43.4,30.3,57.5,100.0,98.8,95.4,19.5,89.5,United Kingdom,Queen's University Belfast
Universität Freiburg,Germany,Europe,2026,201.0,10.0,55.6,56.8,35.3,31.1,66.4,78.7,44.2,89.5,47.2,85.6,Germany,Universität Freiburg
University of Gothenburg,Sweden,Europe,2026,202.0,6.0,55.5,46.4,24.6,73.0,45.4,94.1,85.8,93.7,71.0,92.9,Sweden,University of Gothenburg
National Cheng Kung University (NCKU),Taiwan,Asia,2026,203.0,4.0,55.2,66.4,79.4,33.8,39.8,28.6,24.4,58.0,56.3,79.7,Taiwan,National Cheng Kung University (NCKU)
University of Twente,Netherlands,Europe,2026,203.0,10.0,55.2,29.3,40.5,56.0,77.0,100.0,95.2,85.4,32.6,79.6,Netherlands,University of Twente
Ecole Normale Supérieure de Lyon,France,Europe,2026,205.0,5.0,55.1,41.7,25.7,98.8,89.2,61.5,23.9,73.1,17.9,50.2,France,Ecole Normale Supérieure de Lyon
Universidad Autónoma de Madrid,Spain,Europe,2026,206.0,4.0,55.0,73.1,71.5,39.7,26.5,22.3,29.6,92.5,52.5,72.5,Spain,Universidad Autónoma de Madrid
Deakin University,Australia,Oceania,2026,207.0,14.0,54.9,42.3,32.6,5.9,86.2,97.2,83.3,86.8,43.6,86.7,Australia,Deakin University
Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Europe,2026,207.0,11.0,54.9,67.7,35.5,76.5,24.9,51.4,56.4,96.2,50.0,86.4,Germany,Rheinische Friedrich-Wilhelms-Universität Bonn
"University of Maryland, College Park",United States,Americas,2026,207.0,40.0,54.9,57.2,51.8,44.2,60.5,28.0,24.9,92.9,59.7,70.7,United States,"University of Maryland, College Park"
University of Minnesota (System),United States,Americas,2026,210.0,41.0,54.8,68.6,49.4,37.2,49.2,6.5,15.4,91.2,67.2,91.1,United States,University of Minnesota (System)
University of Calgary,Canada,Americas,2026,211.0,10.0,54.7,47.6,50.5,24.4,54.6,87.4,76.9,86.2,61.5,86.0,Canada,University of Calgary
Universidad de Los Andes Colombia,Colombia,Americas,2026,212.0,1.0,54.6,81.5,90.5,17.6,10.8,28.7,3.3,54.7,98.4,75.9,Colombia,Universidad de Los Andes Colombia
University of Florida,United States,Americas,2026,212.0,42.0,54.6,58.9,55.8,75.1,34.7,31.4,18.1,98.2,67.9,74.9,United States,University of Florida
University of Lausanne,Switzerland,Europe,2026,212.0,7.0,54.6,37.0,40.2,49.0,69.0,100.0,67.0,83.5,61.1,70.3,Switzerland,University of Lausanne
Eberhard Karls Universität Tübingen,Germany,Europe,2026,215.0,12.0,54.5,61.0,36.1,85.7,32.2,88.2,40.5,93.6,36.5,64.5,Germany,Eberhard Karls Universität Tübingen
Indian Institute of Technology Kharagpur (IITKGP),India,Asia,2026,215.0,4.0,54.5,42.5,78.6,10.6,97.0,,1.3,70.1,47.7,77.8,India,Indian Institute of Technology Kharagpur (IITKGP)
Keio University,Japan,Asia,2026,215.0,10.0,54.5,65.5,93.8,65.2,9.4,15.2,19.6,55.6,95.8,68.9,Japan,Keio University
Technische Universität Dresden,Germany,Europe,2026,218.0,13.0,54.3,47.2,49.2,74.9,58.6,40.4,42.0,95.3,12.5,87.9,Germany,Technische Universität Dresden
Indian Institute of Science (IISc) Bangalore,India,Asia,2026,219.0,5.0,54.2,56.6,46.4,39.1,99.9,5.6,2.1,45.4,15.1,66.3,India,Indian Institute of Science (IISc) Bangalore
University of Ottawa,Canada,Americas,2026,219.0,11.0,54.2,35.8,38.7,5.4,84.8,96.1,85.5,92.3,50.0,86.8,Canada,University of Ottawa
Chulalongkorn University,Thailand,Asia,2026,221.0,1.0,53.9,82.0,52.7,44.8,12.5,32.0,6.2,80.6,96.4,80.0,Thailand,Chulalongkorn University
Indian Institute of Technology Kanpur (IITK),India,Asia,2026,222.0,6.0,53.7,49.4,82.7,16.1,84.1,3.1,1.4,42.1,47.6,74.7,India,Indian Institute of Technology Kanpur (IITK)
Tel Aviv University,Israel,Asia,2026,223.0,1.0,53.6,43.6,31.0,6.1,99.7,48.9,15.3,78.3,94.2,77.0,Israel,Tel Aviv University
Universitas Gadjah Mada,Indonesia,Asia,2026,224.0,2.0,53.5,70.2,84.7,65.4,3.0,63.0,8.9,46.3,75.9,66.0,Indonesia,Universitas Gadjah Mada
Loughborough University,United Kingdom,Europe,2026,225.0,29.0,53.3,42.8,64.5,26.9,50.6,94.6,71.1,81.4,33.2,87.9,United Kingdom,Loughborough University
Queensland University of Technology,Australia,Oceania,2026,226.0,15.0,53.2,51.6,38.8,11.6,70.9,96.6,44.8,83.4,25.6,88.5,Australia,Queensland University of Technology
The University of Newcastle,Australia,Oceania,2026,227.0,16.0,53.1,36.0,30.5,29.7,95.2,100.0,36.2,81.8,20.8,84.8,Australia,The University of Newcastle
Université Libre de Bruxelles (ULB),Belgium,Europe,2026,227.0,4.0,53.1,43.3,46.8,4.6,60.3,99.2,89.6,90.9,74.8,65.2,Belgium,Université Libre de Bruxelles (ULB)
United Arab Emirates University,United Arab Emirates,Asia,2026,229.0,2.0,53.0,43.3,58.1,55.1,35.1,100.0,39.1,88.9,87.9,68.6,United Arab Emirates,United Arab Emirates University
Massey University,New Zealand,Oceania,2026,230.0,3.0,52.9,42.1,24.1,57.3,50.5,99.4,98.9,82.2,60.7,83.7,New Zealand,Massey University
University of Lisbon,Portugal,Europe,2026,230.0,1.0,52.9,57.1,46.3,15.5,51.4,14.3,58.6,98.4,97.3,79.3,Portugal,University of Lisbon
Universität Erlangen-Nürnberg,Germany,Europe,2026,232.0,14.0,52.2,37.9,46.2,5.2,96.7,39.5,60.6,86.7,27.1,75.4,Germany,Universität Erlangen-Nürnberg
La Trobe University,Australia,Oceania,2026,233.0,17.0,52.1,33.4,29.0,13.2,87.8,95.6,97.4,82.1,28.0,82.2,Australia,La Trobe University
Universidade Estadual de Campinas (Unicamp),Brazil,Americas,2026,233.0,2.0,52.1,81.7,50.9,22.1,37.2,15.1,4.0,84.5,32.5,79.5,Brazil,Universidade Estadual de Campinas (Unicamp)
University of Padova,Italy,Europe,2026,233.0,4.0,52.1,73.5,40.2,13.5,54.4,15.5,18.8,95.5,29.6,85.0,Italy,University of Padova
University of Rochester,United States,Americas,2026,236.0,43.0,51.9,27.1,32.4,98.2,56.6,80.5,96.2,63.7,51.2,72.3,United States,University of Rochester
American University of Beirut (AUB),Lebanon,Asia,2026,237.0,1.0,51.6,41.5,58.1,52.3,37.8,71.4,45.2,68.7,98.7,77.7,Lebanon,American University of Beirut (AUB)
University of Porto,Portugal,Europe,2026,237.0,2.0,51.6,52.5,41.5,13.6,73.6,9.2,38.2,94.3,61.2,77.3,Portugal,University of Porto
Maastricht University,Netherlands,Europe,2026,239.0,11.0,51.4,32.8,33.7,18.6,71.7,99.9,100.0,85.6,49.6,80.2,Netherlands,Maastricht University
Hebrew University of Jerusalem,Israel,Asia,2026,240.0,2.0,51.3,42.9,36.4,74.6,41.9,81.9,33.5,74.2,97.1,65.5,Israel,Hebrew University of Jerusalem
Victoria University of Wellington,New Zealand,Oceania,2026,240.0,4.0,51.3,57.2,32.2,15.7,44.3,100.0,56.7,70.1,77.6,83.3,New Zealand,Victoria University of Wellington
Politecnico di Torino,Italy,Europe,2026,242.0,5.0,51.2,50.3,64.6,4.5,68.1,7.3,57.9,79.1,37.8,73.6,Italy,Politecnico di Torino
Georg-August-Universität Göttingen,Germany,Europe,2026,243.0,15.0,51.1,57.3,35.6,87.0,25.8,59.2,37.9,95.2,51.2,61.0,Germany,Georg-August-Universität Göttingen
Hamad Bin Khalifa University,Qatar,Asia,2026,244.0,2.0,50.9,14.3,6.8,100.0,100.0,100.0,100.0,75.7,6.8,38.5,Qatar,Hamad Bin Khalifa University
Hong Kong Baptist University,"Hong Kong SAR, China",Asia,2026,244.0,6.0,50.9,28.3,21.7,67.3,82.3,99.4,100.0,38.2,23.0,67.5,"Hong Kong SAR, China",Hong Kong Baptist University
University College Cork,Ireland,Europe,2026,246.0,3.0,50.7,43.4,48.1,22.5,52.7,86.2,75.0,68.8,49.5,83.8,Ireland,University College Cork
Beijing Normal University,China (Mainland),Asia,2026,247.0,10.0,50.6,47.6,29.6,30.3,98.6,9.0,32.9,77.1,18.2,55.5,China (Mainland),Beijing Normal University
Dartmouth College,United States,Americas,2026,247.0,44.0,50.6,30.7,54.3,79.9,56.9,13.5,58.5,46.2,87.7,82.2,United States,Dartmouth College
"University of Massachusetts, Amherst",United States,Americas,2026,247.0,44.0,50.6,48.1,40.0,15.8,62.4,77.9,46.3,78.8,44.2,84.5,United States,"University of Massachusetts, Amherst"
Vanderbilt University,United States,Americas,2026,250.0,46.0,50.4,32.3,41.8,100.0,50.6,48.4,50.9,77.9,57.5,61.8,United States,Vanderbilt University
Universiti Teknologi Petronas (UTP),Malaysia,Asia,2026,251.0,6.0,50.2,29.7,41.0,44.6,95.0,87.0,29.5,72.1,5.2,50.0,Malaysia,Universiti Teknologi Petronas (UTP)
University of Strathclyde,United Kingdom,Europe,2026,251.0,30.0,50.2,37.5,40.5,17.8,57.2,99.2,89.0,84.5,46.0,84.6,United Kingdom,University of Strathclyde
Taylor's University (Malaysia),Malaysia,Asia,2026,253.0,7.0,50.0,40.2,85.2,69.7,21.0,73.0,100.0,53.5,5.2,57.8,Malaysia,Taylor's University (Malaysia)
Technische Universität Darmstadt,Germany,Europe,2026,253.0,16.0,50.0,28.2,41.9,9.8,82.2,67.8,92.8,73.8,53.5,78.6,Germany,Technische Universität Darmstadt
Bandung Institute of Technology (ITB),Indonesia,Asia,2026,255.0,3.0,49.9,58.5,85.3,54.7,5.4,94.7,8.0,39.8,68.6,59.2,Indonesia,Bandung Institute of Technology (ITB)
Harbin Institute of Technology,China (Mainland),Asia,2026,256.0,11.0,49.8,33.3,47.9,42.0,99.8,12.9,9.2,73.6,35.2,48.1,China (Mainland),Harbin Institute of Technology
Tianjin University,China (Mainland),Asia,2026,257.0,12.0,49.7,26.3,37.6,51.6,99.9,29.9,33.5,72.5,38.7,56.2,China (Mainland),Tianjin University
Université Paris 1 Panthéon-Sorbonne,France,Europe,2026,257.0,6.0,49.7,78.0,62.2,6.8,4.8,39.0,61.2,70.8,84.3,61.8,France,Université Paris 1 Panthéon-Sorbonne
Beijing Institute of Technology,China (Mainland),Asia,2026,259.0,13.0,49.5,34.3,46.7,42.7,96.4,12.3,15.5,75.3,22.5,58.8,China (Mainland),Beijing Institute of Technology
Universidad Nacional de Colombia,Colombia,Americas,2026,259.0,2.0,49.5,81.1,90.9,6.7,6.9,8.1,2.2,62.6,57.3,69.3,Colombia,Universidad Nacional de Colombia
University of Canterbury,New Zealand,Oceania,2026,261.0,5.0,49.4,48.8,34.7,12.1,48.2,100.0,48.1,60.9,87.4,88.2,New Zealand,University of Canterbury
University of Aberdeen,United Kingdom,Europe,2026,262.0,31.0,49.3,40.1,34.8,44.9,42.9,95.8,87.2,89.7,30.0,87.8,United Kingdom,University of Aberdeen
University of Navarra,Spain,Europe,2026,262.0,5.0,49.3,40.8,78.2,50.6,25.3,26.8,84.0,58.3,80.5,66.1,Spain,University of Navarra
University of Surrey,United Kingdom,Europe,2026,262.0,31.0,49.3,29.7,30.0,33.4,74.4,98.0,88.7,86.6,30.7,60.4,United Kingdom,University of Surrey
Charles University,Czechia,Europe,2026,265.0,1.0,49.0,58.5,55.5,37.0,14.3,33.5,61.7,97.2,73.2,76.9,Czechia,Charles University
Universitat Pompeu Fabra,Spain,Europe,2026,265.0,6.0,49.0,43.7,39.5,19.1,70.6,84.7,40.0,75.8,23.0,66.4,Spain,Universitat Pompeu Fabra
Norwegian University of Science And Technology,Norway,Europe,2026,267.0,2.0,48.9,45.9,33.4,30.7,45.1,87.4,17.7,95.2,90.5,80.3,Norway,Norwegian University of Science And Technology
Griffith University,Australia,Oceania,2026,268.0,18.0,48.7,37.7,16.6,13.3,75.1,100.0,70.7,93.4,26.6,91.7,Australia,Griffith University
Middle East Technical University,Türkiye,Asia,2026,269.0,1.0,48.5,44.8,88.7,12.8,34.4,18.0,31.0,79.2,82.2,71.8,Türkiye,Middle East Technical University
UCSI University,Malaysia,Asia,2026,269.0,8.0,48.5,40.7,70.4,87.7,8.6,92.9,99.0,50.0,13.3,61.6,Malaysia,UCSI University
University of Warsaw,Poland,Europe,2026,271.0,1.0,48.3,61.0,62.8,59.5,10.0,13.5,15.7,85.9,74.4,74.0,Poland,University of Warsaw
American University of Sharjah (AUS),United Arab Emirates,Asia,2026,272.0,3.0,48.2,31.7,65.1,24.6,43.8,100.0,100.0,50.6,60.6,54.4,United Arab Emirates,American University of Sharjah (AUS)
North Carolina State University,United States,Americas,2026,272.0,47.0,48.2,36.4,47.9,12.2,72.9,67.5,25.6,79.8,37.7,86.7,United States,North Carolina State University
Universität zu Köln,Germany,Europe,2026,272.0,17.0,48.2,45.0,50.5,23.6,43.8,39.3,47.1,92.6,64.5,88.9,Germany,Universität zu Köln
University of Virginia,United States,Americas,2026,275.0,48.0,48.1,46.5,47.9,68.2,36.5,5.3,19.2,82.6,91.9,68.9,United States,University of Virginia
Sun Yat-sen University,China (Mainland),Asia,2026,276.0,14.0,48.0,45.4,39.0,53.4,72.6,4.1,6.8,78.4,38.8,56.7,China (Mainland),Sun Yat-sen University
University of Milan,Italy,Europe,2026,276.0,6.0,48.0,65.9,27.0,10.2,56.6,10.8,13.4,85.1,63.1,76.4,Italy,University of Milan
University of Sussex,United Kingdom,Europe,2026,278.0,33.0,47.9,33.8,21.0,21.4,60.7,99.0,89.5,86.3,53.6,90.0,United Kingdom,University of Sussex
Radboud University Nijmegen,Netherlands,Europe,2026,279.0,12.0,47.6,38.6,20.3,34.8,73.2,83.5,30.1,92.5,34.9,67.7,Netherlands,Radboud University Nijmegen
University of Antwerp,Belgium,Europe,2026,280.0,5.0,47.4,35.0,18.8,42.8,57.7,96.4,45.5,95.2,60.3,80.6,Belgium,University of Antwerp
University of Pittsburgh,United States,Americas,2026,281.0,49.0,47.3,45.4,26.4,98.1,41.7,9.9,23.0,90.4,59.7,60.2,United States,University of Pittsburgh
University of Waikato,New Zealand,Oceania,2026,281.0,6.0,47.3,28.2,18.8,16.2,82.1,99.5,79.7,49.0,58.4,84.8,New Zealand,University of Waikato
Dalhousie University,Canada,Americas,2026,283.0,12.0,47.2,27.1,23.9,15.8,76.2,100.0,79.4,79.9,39.8,85.3,Canada,Dalhousie University
University of Galway / Ollscoil na Gaillimhe,Ireland,Europe,2026,284.0,4.0,47.1,37.3,40.2,68.6,24.0,96.7,62.7,72.9,61.2,82.5,Ireland,University of Galway / Ollscoil na Gaillimhe
Georgetown University,United States,Americas,2026,285.0,50.0,47.0,38.2,60.6,74.2,21.7,22.8,51.1,67.4,96.0,69.1,United States,Georgetown University
University of Macau,"Macao SAR, China",Asia,2026,285.0,1.0,47.0,18.5,17.9,11.7,99.9,100.0,100.0,55.1,56.8,52.2,"Macao SAR, China",University of Macau
Heriot-Watt University,United Kingdom,Europe,2026,287.0,34.0,46.8,25.7,34.8,27.3,61.8,100.0,97.0,75.7,37.0,77.2,United Kingdom,Heriot-Watt University
Universitas Airlangga,Indonesia,Asia,2026,287.0,4.0,46.8,52.2,88.3,69.6,2.5,77.3,10.8,52.9,24.0,56.6,Indonesia,Universitas Airlangga
University of Arizona,United States,Americas,2026,287.0,51.0,46.8,49.3,40.4,42.8,47.4,25.4,15.2,93.5,54.1,66.9,United States,University of Arizona
University of Bergen,Norway,Europe,2026,287.0,3.0,46.8,40.5,13.7,67.2,42.5,96.9,37.9,91.0,69.5,65.1,Norway,University of Bergen
University of The Witwatersrand,South Africa,Africa,2026,291.0,2.0,46.4,36.8,50.9,14.0,40.2,86.8,9.4,96.7,99.5,85.6,South Africa,University of The Witwatersrand
Swansea University,United Kingdom,Europe,2026,292.0,35.0,46.2,34.7,54.7,28.6,43.0,76.9,80.5,79.7,13.7,84.4,United Kingdom,Swansea University
"University of California, Irvine",United States,Americas,2026,293.0,52.0,46.1,46.6,37.1,26.8,53.1,39.5,64.2,81.9,28.0,64.9,United States,"University of California, Irvine"
Case Western Reserve University,United States,Americas,2026,294.0,53.0,46.0,22.4,20.5,88.6,66.3,47.6,76.7,58.3,40.9,70.8,United States,Case Western Reserve University
Swinburne University of Technology,Australia,Oceania,2026,294.0,19.0,46.0,18.8,19.3,14.7,95.0,87.8,94.7,74.0,22.8,73.4,Australia,Swinburne University of Technology
University of Notre Dame,United States,Americas,2026,294.0,53.0,46.0,38.0,43.6,70.8,36.7,28.9,32.7,75.4,75.4,72.5,United States,University of Notre Dame
Vrije Universiteit Brussel (VUB),Belgium,Europe,2026,294.0,6.0,46.0,33.3,22.1,75.6,27.7,96.8,72.1,92.2,63.2,80.0,Belgium,Vrije Universiteit Brussel (VUB)
