University_Name,Country,Year,THE2023_Rank,Total_Students,Faculty_Student_Ratio_2023,Faculty_Count,International_Student_Ratio_2023,International_Students_Count,Gender_Ratio,Female_Percentage,Male_Percentage,Teaching_Score_2023,Research_Score_2023,Citations_Score_2023,Industry_Income_Score_2023,International_Outlook_Score_2023,Overall_Score_2023,Std_Country,Std_University_Name,Base_Match_Score
University of Nova Gorica,Slovenia,2023,,416.0,3.5,118.85714285714286,54.0,225.0,48 : 52,48.0,52.0,,,,,,,Slovenia,University of Nova Gorica,0.0
Novena University,Nigeria,2023,,1981.0,25.4,77.99212598425197,0.0,0.0,42 : 58,42.0,58.0,,,,,,,Nigeria,Novena University,0.0
Nursing School of Coimbra,Portugal,2023,,2138.0,23.0,92.95652173913044,7.0,150.0,85 : 15,85.0,15.0,,,,,,,Portugal,Nursing School of Coimbra,0.0
October 6 University,Egypt,2023,,25927.0,20.8,1246.4903846153845,3.0,778.0,49 : 51,49.0,51.0,,,,,,,Egypt,October 6 University,0.0
Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,2023,,2223.0,13.2,168.4090909090909,0.0,0.0,52 : 48,52.0,48.0,,,,,,,Turkmenistan,Oguz Han Engineering and Technology University of Turkmenistan,0.0
Olusegun Agagu University of Science and Technology,Nigeria,2023,,6474.0,29.4,220.20408163265307,0.0,0.0,28 : 72,28.0,72.0,,,,,,,Nigeria,Olusegun Agagu University of Science and Technology,0.0
ORT Uruguay University,Uruguay,2023,,4151.0,6.7,619.5522388059701,2.0,83.0,47 : 53,47.0,53.0,,,,,,,Uruguay,Universidad ORT Uruguay,88.88888888888889
Ostrogradsky National University of Kremenchuk,Ukraine,2023,,4106.0,11.8,347.9661016949152,0.0,0.0,38 : 62,38.0,62.0,,,,,,,Ukraine,Ostrogradsky National University of Kremenchuk,0.0
Palestine Polytechnic University,Palestine,2023,,4812.0,27.0,178.22222222222223,3.0,144.0,55 : 45,55.0,45.0,,,,,,,Palestine,Palestine Polytechnic University,0.0
Palestine Technical University – Kadoorie,Palestine,2023,,7013.0,18.3,383.22404371584696,4.0,281.0,59 : 41,59.0,41.0,,,,,,,Palestine,Palestine Technical University - Kadoorie,100.0
Panteion University of Social and Political Sciences,Greece,2023,,12615.0,62.5,201.84,2.0,252.0,52 : 48,52.0,48.0,,,,,,,Greece,Panteion University of Social and Political Sciences,0.0
Paris University of International Education,France,2023,,445.0,29.7,14.983164983164983,100.0,445.0,32 : 68,32.0,68.0,,,,,,,France,Paris University of International Education,0.0
Pavlo Tychyna Uman State Pedagogical University,Ukraine,2023,,9149.0,17.5,522.8,2.0,183.0,32 : 68,32.0,68.0,,,,,,,Ukraine,Pavlo Tychyna Uman State Pedagogical University,0.0
University of Petra,Jordan,2023,,6538.0,19.9,328.5427135678392,21.0,1373.0,57 : 43,57.0,43.0,,,,,,,Jordan,University of Petra,100.0
Pharos University,Egypt,2023,,11106.0,14.1,787.6595744680851,6.0,666.0,49 : 51,49.0,51.0,,,,,,,Egypt,Pharos University,0.0
University of Phayao,Thailand,2023,,18057.0,20.7,872.3188405797101,0.0,0.0,68 : 32,68.0,32.0,,,,,,,Thailand,University of Phayao,0.0
Philadelphia University (Jordan),Jordan,2023,,3615.0,20.1,179.8507462686567,36.0,1301.0,41 : 59,41.0,59.0,,,,,,,Jordan,Philadelphia University (Jordan),0.0
Plymouth Marjon University,United Kingdom,2023,,1845.0,18.5,99.72972972972973,3.0,55.0,61 : 39,61.0,39.0,,,,,,,United Kingdom,Plymouth Marjon University,0.0
Polytechnic University of Tirana,Albania,2023,,8591.0,16.2,530.3086419753087,2.0,172.0,,,,,,,,,,Albania,Polytechnic University of Tirana,0.0
Poltava V.G. Korolenko National Pedagogical University (PNPU),Ukraine,2023,,3812.0,5.8,657.2413793103449,0.0,0.0,51 : 49,51.0,49.0,,,,,,,Ukraine,Poltava V.G. Korolenko National Pedagogical University (PNPU),0.0
Polytechnic Institute of Setúbal,Portugal,2023,,7829.0,17.3,452.5433526011561,6.0,470.0,54 : 46,54.0,46.0,,,,,,,Portugal,Polytechnic Institute of Setúbal,0.0
Universidad Popular Autónoma del Estado de Puebla,Mexico,2023,,11279.0,16.1,700.5590062111801,1.0,113.0,60 : 40,60.0,40.0,,,,,,,Mexico,Universidad Popular Autónoma del Estado de Puebla,0.0
Prefectural University of Hiroshima,Japan,2023,,2623.0,12.3,213.2520325203252,2.0,52.0,65 : 35,65.0,35.0,,,,,,,Japan,Prefectural University of Hiroshima,0.0
Prince Sultan University (PSU),,2023,,4772.0,19.4,245.979381443299,15.0,716.0,56 : 44,56.0,44.0,,,,,,,,Prince Sultan University,100.0
"University of Professional Studies, Accra",Ghana,2023,,14017.0,39.8,352.18592964824126,0.0,0.0,46 : 54,46.0,54.0,,,,,,,Ghana,"University of Professional Studies, Accra",0.0
University of Puthisastra,Cambodia,2023,,1649.0,2.9,568.6206896551724,0.0,0.0,55 : 45,55.0,45.0,,,,,,,Cambodia,University of Puthisastra,0.0
Queen Margaret University,United Kingdom,2023,,3905.0,20.6,189.5631067961165,31.0,1211.0,77 : 23,77.0,23.0,,,,,,,United Kingdom,Queen Margaret University,0.0
Rajamangala University of Technology Isan,Thailand,2023,,24166.0,9.5,2543.7894736842104,0.0,0.0,46 : 54,46.0,54.0,,,,,,,Thailand,Rajamangala University of Technology Isan,0.0
Ravensbourne,United Kingdom,2023,,2375.0,22.6,105.08849557522123,30.0,712.0,50 : 50,50.0,50.0,,,,,,,United Kingdom,Ravensbourne,0.0
Rawalpindi Medical University,Pakistan,2023,,3304.0,8.4,393.3333333333333,1.0,33.0,69 : 31,69.0,31.0,,,,,,,Pakistan,Rawalpindi Medical University,0.0
Rennes School of Business,France,2023,,3098.0,31.3,98.9776357827476,33.0,1022.0,50 : 50,50.0,50.0,,,,,,,France,Rennes School of Business,0.0
REVA University,India,2023,,13467.0,21.3,632.2535211267606,1.0,135.0,33 : 67,33.0,67.0,,,,,,,India,REVA University,0.0
Rose Bruford College,United Kingdom,2023,,655.0,18.7,35.02673796791444,18.0,118.0,60 : 40,60.0,40.0,,,,,,,United Kingdom,Rose Bruford College,0.0
Royal Agricultural University,United Kingdom,2023,,1015.0,20.3,50.0,14.0,142.0,51 : 49,51.0,49.0,,,,,,,United Kingdom,Royal Agricultural University,0.0
"Royal Central School of Speech and Drama, University of London",United Kingdom,2023,,1035.0,15.9,65.09433962264151,36.0,373.0,68 : 32,68.0,32.0,,,,,,,United Kingdom,"Royal Central School of Speech and Drama, University of London",0.0
Royal College of Art,United Kingdom,2023,,2405.0,20.9,115.07177033492823,77.0,1852.0,69 : 31,69.0,31.0,,,,,,,United Kingdom,Royal College of Art,0.0
Royal Conservatoire of Scotland,United Kingdom,2023,,1190.0,10.8,110.18518518518518,38.0,452.0,57 : 43,57.0,43.0,,,,,,,United Kingdom,Royal Conservatoire of Scotland,0.0
Royal Academy of Music,United Kingdom,2023,,830.0,9.8,84.6938775510204,47.0,390.0,49 : 51,49.0,51.0,,,,,,,United Kingdom,Royal Academy of Music,0.0
Royal College of Music,United Kingdom,2023,,860.0,10.8,79.62962962962962,57.0,490.0,52 : 48,52.0,48.0,,,,,,,United Kingdom,Royal College of Music,0.0
Royal Northern College of Music,United Kingdom,2023,,870.0,10.9,79.81651376146789,33.0,287.0,50 : 50,50.0,50.0,,,,,,,United Kingdom,Royal Northern College of Music,0.0
University of Sadat City,Egypt,2023,,30141.0,34.4,876.1918604651163,4.0,1206.0,54 : 46,54.0,46.0,,,,,,,Egypt,University of Sadat City,0.0
University of Saint Joseph,,2023,,1141.0,10.7,106.6355140186916,24.0,274.0,62 : 38,62.0,38.0,,,,,,,,University of Saint Joseph,0.0
Sakon Nakhon Rajabhat University,Thailand,2023,,9328.0,20.1,464.0796019900497,0.0,0.0,64 : 36,64.0,36.0,,,,,,,Thailand,Sakon Nakhon Rajabhat University,0.0
Salahaddin University,Iraq,2023,,25189.0,10.7,2354.1121495327106,1.0,252.0,55 : 45,55.0,45.0,,,,,,,Iraq,Salahaddin University,0.0
Salem University,Nigeria,2023,,513.0,3.9,131.53846153846155,1.0,5.0,40 : 60,40.0,60.0,,,,,,,Nigeria,Salem University,0.0
Samarkand State University,Uzbekistan,2023,,15754.0,17.2,915.9302325581396,0.0,0.0,50 : 50,50.0,50.0,,,,,,,Uzbekistan,Samarkand State University,100.0
Samarkand State Institute of Foreign Languages,Uzbekistan,2023,,5010.0,10.9,459.6330275229358,0.0,0.0,74 : 26,74.0,26.0,,,,,,,Uzbekistan,Samarkand State Institute of Foreign Languages,0.0
Samuel Adegboyega University,Nigeria,2023,,390.0,5.4,72.22222222222221,0.0,0.0,51 : 49,51.0,49.0,,,,,,,Nigeria,Samuel Adegboyega University,0.0
Universidad San Ignacio de Loyola,Peru,2023,,21556.0,35.9,600.4456824512536,1.0,216.0,51 : 49,51.0,49.0,,,,,,,Peru,Universidad San Ignacio de Loyola,0.0
University of San Martín de Porres,Peru,2023,,40234.0,18.0,2235.222222222222,0.0,0.0,61 : 39,61.0,39.0,,,,,,,Peru,University of San Martín de Porres,0.0
University of Santo Tomas,Philippines,2023,,26511.0,13.3,1993.3082706766916,7.0,1856.0,51 : 49,51.0,49.0,,,,,,,Philippines,University of Santo Tomas,100.0
Satya Wacana Christian University,Indonesia,2023,,16132.0,35.5,454.4225352112676,0.0,0.0,45 : 55,45.0,55.0,,,,,,,Indonesia,Satya Wacana Christian University,0.0
Saudi Electronic University,Saudi Arabia,2023,,21756.0,24.3,895.3086419753087,6.0,1305.0,48 : 52,48.0,52.0,,,,,,,Saudi Arabia,Saudi Electronic University,0.0
SBS Swiss Business School,Switzerland,2023,,1644.0,10.3,159.61165048543688,57.0,937.0,42 : 58,42.0,58.0,,,,,,,Switzerland,SBS Swiss Business School,0.0
University of Science and Technology of Southern Philippines (USTP),Philippines,2023,,9222.0,32.5,283.75384615384615,0.0,0.0,60 : 40,60.0,40.0,,,,,,,Philippines,University of Science and Technology of Southern Philippines (USTP),0.0
Sefako Makgatho Health Sciences University,South Africa,2023,,6306.0,9.9,636.969696969697,1.0,63.0,62 : 38,62.0,38.0,,,,,,,South Africa,Sefako Makgatho Health Sciences University,0.0
Senshu University,Japan,2023,,17933.0,23.0,779.695652173913,3.0,538.0,35 : 65,35.0,65.0,,,,,,,Japan,Shinshu University,91.42857142857143
Shaheed Benazir Bhutto Women University Peshawar,Pakistan,2023,,5677.0,38.6,147.07253886010363,0.0,0.0,100 : 0,100.0,0.0,,,,,,,Pakistan,Shaheed Benazir Bhutto Women University Peshawar,0.0
Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,2023,,4803.0,8.6,558.4883720930233,1.0,48.0,55 : 45,55.0,45.0,,,,,,,Pakistan,Shaheed Zulfiqar Ali Bhutto Medical University,0.0
The University of Shiga Prefecture,Japan,2023,,2853.0,14.1,202.3404255319149,1.0,29.0,49 : 51,49.0,51.0,,,,,,,Japan,The University of Shiga Prefecture,0.0
Shonan Institute of Technology,Japan,2023,,2234.0,29.4,75.98639455782313,9.0,201.0,7 : 93,7.0,93.0,,,,,,,Japan,Shonan Institute of Technology,0.0
Samarkand State Medical University,Uzbekistan,2023,,7200.0,10.2,705.8823529411765,1.0,72.0,41 : 59,41.0,59.0,,,,,,,Uzbekistan,Samarkand State Medical University,0.0
Shri Mata Vaishno Devi University,India,2023,,1805.0,15.0,120.33333333333333,0.0,0.0,40 : 60,40.0,60.0,,,,,,,India,Shri Mata Vaishno Devi University,0.0
Sikkim Manipal University,India,2023,,3013.0,10.5,286.95238095238096,2.0,60.0,31 : 69,31.0,69.0,,,,,,,India,Sikkim Manipal University,0.0
Silesian University in Opava,Czech Republic,2023,,5322.0,20.4,260.88235294117646,6.0,319.0,71 : 29,71.0,29.0,,,,,,,Czech Republic,Silesian University in Opava,0.0
Simón Bolívar University,Venezuela,2023,,4462.0,10.5,424.95238095238096,0.0,0.0,43 : 57,43.0,57.0,,,,,,,Venezuela,Simón Bolívar University,0.0
Simón Bolívar University (Colombia),Colombia,2023,,18482.0,18.2,1015.4945054945056,1.0,185.0,60 : 40,60.0,40.0,,,,,,,Colombia,Simón Bolívar University (Colombia),0.0
Sir Syed University of Engineering and Technology,Pakistan,2023,,5879.0,14.1,416.9503546099291,0.0,0.0,14 : 86,14.0,86.0,,,,,,,Pakistan,Sir Syed University of Engineering and Technology,0.0
Sokoto State University,Nigeria,2023,,8244.0,23.8,346.38655462184875,0.0,0.0,25 : 75,25.0,75.0,,,,,,,Nigeria,Sokoto State University,0.0
"Solent University, Southampton",United Kingdom,2023,,8640.0,16.1,536.6459627329192,30.0,2592.0,45 : 55,45.0,55.0,,,,,,,United Kingdom,University of Southampton,88.88888888888889
University of Sopron,Hungary,2023,,2847.0,14.9,191.0738255033557,3.0,85.0,63 : 37,63.0,37.0,,,,,,,Hungary,University of Sopron,0.0
Soran University,Iraq,2023,,4596.0,9.5,483.7894736842105,0.0,0.0,50 : 50,50.0,50.0,,,,,,,Iraq,Soran University,0.0
University of South Santa Catarina (Unisul),Brazil,2023,,16602.0,18.8,883.0851063829787,0.0,0.0,52 : 48,52.0,48.0,,,,,,,Brazil,University of South Santa Catarina (Unisul),0.0
SR University,India,2023,,3238.0,13.1,247.17557251908397,0.0,0.0,49 : 51,49.0,51.0,,,,,,,India,SR University,0.0
Sri Balaji Vidyapeeth,India,2023,,3850.0,7.4,520.2702702702702,1.0,38.0,53 : 47,53.0,47.0,,,,,,,India,Sri Balaji Vidyapeeth,0.0
University of Sri Jayewardenepura,Sri Lanka,2023,,17069.0,23.4,729.4444444444445,0.0,0.0,62 : 38,62.0,38.0,,,,,,,Sri Lanka,University of Sri Jayewardenepura,100.0
Sri Lanka Institute of Information Technology,Sri Lanka,2023,,11151.0,38.7,288.1395348837209,0.0,0.0,37 : 63,37.0,63.0,,,,,,,Sri Lanka,Sri Lanka Institute of Information Technology,0.0
Sri Padmavati Mahila Visvavidyalayam (Women's University),India,2023,,5475.0,19.6,279.33673469387753,6.0,328.0,83 : 17,83.0,17.0,,,,,,,India,Sri Padmavati Mahila Visvavidyalayam (Women's University),0.0
State University of Bahia,Brazil,2023,,20384.0,10.2,1998.4313725490197,0.0,0.0,67 : 33,67.0,33.0,,,,,,,Brazil,State University of Bahia,0.0
State Energy Institute of Turkmenistan,Turkmenistan,2023,,2134.0,11.5,185.56521739130434,2.0,43.0,28 : 72,28.0,72.0,,,,,,,Turkmenistan,State Energy Institute of Turkmenistan,0.0
"St Mary’s University College, Belfast",United Kingdom,2023,,915.0,22.9,39.95633187772926,48.0,439.0,74 : 26,74.0,26.0,,,,,,,United Kingdom,"St Mary’s University College, Belfast",0.0
"St Mary’s University, Twickenham",United Kingdom,2023,,4740.0,18.2,260.43956043956047,25.0,1185.0,54 : 46,54.0,46.0,,,,,,,United Kingdom,"St Mary’s University, Twickenham",0.0
Stranmillis University College,United Kingdom,2023,,1060.0,23.6,44.91525423728813,18.0,191.0,79 : 21,79.0,21.0,,,,,,,United Kingdom,Stranmillis University College,0.0
Suez University,Egypt,2023,,18010.0,21.8,826.1467889908257,2.0,360.0,55 : 45,55.0,45.0,,,,,,,Egypt,Suez University,0.0
University of Suffolk,United Kingdom,2023,,3245.0,16.6,195.48192771084337,14.0,454.0,71 : 29,71.0,29.0,,,,,,,United Kingdom,University of Suffolk,0.0
Sugiyama Jogakuen University,Japan,2023,,6064.0,29.4,206.25850340136054,0.0,0.0,100 : 0,100.0,0.0,,,,,,,Japan,Sugiyama Jogakuen University,0.0
Sulaimani Polytechnic University,Iraq,2023,,3762.0,11.4,330.0,0.0,0.0,50 : 50,50.0,50.0,,,,,,,Iraq,Sulaimani Polytechnic University,0.0
Suratthani Rajabhat University,Thailand,2023,,12086.0,24.6,491.30081300813004,0.0,0.0,71 : 29,71.0,29.0,,,,,,,Thailand,Suratthani Rajabhat University,0.0
Széchenyi István University,Hungary,2023,,9299.0,14.7,632.5850340136054,5.0,465.0,43 : 57,43.0,57.0,,,,,,,Hungary,Széchenyi István University,100.0
Tafila Technical University,Jordan,2023,,4094.0,21.9,186.9406392694064,1.0,41.0,43 : 57,43.0,57.0,,,,,,,Jordan,Tafila Technical University,0.0
University of Taipei,Taiwan,2023,,7988.0,17.6,453.8636363636363,2.0,160.0,60 : 40,60.0,40.0,,,,,,,Taiwan,University of Taipei,0.0
Tama Art University,Japan,2023,,4719.0,32.8,143.8719512195122,11.0,519.0,73 : 27,73.0,27.0,,,,,,,Japan,Tama Art University,0.0
Tarlac Agricultural University,Philippines,2023,,5351.0,24.3,220.2057613168724,0.0,0.0,56 : 44,56.0,44.0,,,,,,,Philippines,Tarlac Agricultural University,0.0
Tarsus University,Turkey,2023,,2556.0,27.8,91.94244604316546,2.0,51.0,42 : 58,42.0,58.0,,,,,,,Turkey,Tarsus University,0.0
Tashkent Institute of Finance,Uzbekistan,2023,,8370.0,21.2,394.811320754717,1.0,84.0,29 : 71,29.0,71.0,,,,,,,Uzbekistan,Tashkent Institute of Finance,0.0
Tashkent University of Information Technologies,Uzbekistan,2023,,14404.0,15.5,929.2903225806451,0.0,0.0,22 : 78,22.0,78.0,,,,,,,Uzbekistan,Tashkent University of Information Technologies,100.0
Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan,2023,,5750.0,7.1,809.8591549295775,5.0,288.0,24 : 76,24.0,76.0,,,,,,,Uzbekistan,Tashkent Institute of Irrigation and Agricultural Mechanisation,0.0
Tashkent Medical Academy,Uzbekistan,2023,,6495.0,8.8,738.0681818181818,2.0,130.0,42 : 58,42.0,58.0,,,,,,,Uzbekistan,Tashkent Medical Academy,0.0
Tashkent Pediatric Medical Institute,Uzbekistan,2023,,5704.0,10.1,564.7524752475248,1.0,57.0,50 : 50,50.0,50.0,,,,,,,Uzbekistan,Tashkent Pediatric Medical Institute,0.0
Tashkent Pharmaceutical Institute,Uzbekistan,2023,,3313.0,12.2,271.55737704918033,13.0,431.0,64 : 36,64.0,36.0,,,,,,,Uzbekistan,Tashkent Pharmaceutical Institute,0.0
Tashkent State Agrarian University,Uzbekistan,2023,,11560.0,13.5,856.2962962962963,0.0,0.0,51 : 49,51.0,49.0,,,,,,,Uzbekistan,Tashkent State Agrarian University,0.0
Tashkent State Dental Institute,Uzbekistan,2023,,4609.0,8.9,517.8651685393259,3.0,138.0,52 : 48,52.0,48.0,,,,,,,Uzbekistan,Tashkent State Dental Institute,0.0
Tashkent State University of Law,Uzbekistan,2023,,4819.0,10.6,454.622641509434,1.0,48.0,27 : 73,27.0,73.0,,,,,,,Uzbekistan,Tashkent State University of Law,0.0
Université Sultan Moulay Slimane,Morocco,2023,,31042.0,50.0,620.84,0.0,0.0,51 : 49,51.0,49.0,,,,,,,Morocco,Université Sultan Moulay Slimane,0.0
Tashkent State University of Oriental Studies,Uzbekistan,2023,,4291.0,16.1,266.52173913043475,1.0,43.0,51 : 49,51.0,49.0,,,,,,,Uzbekistan,Tashkent State University of Oriental Studies,0.0
Tashkent State Technical University,Uzbekistan,2023,,14591.0,14.2,1027.5352112676057,0.0,0.0,17 : 83,17.0,83.0,,,,,,,Uzbekistan,Tashkent State Technical University,100.0
Tashkent State Transport University,Uzbekistan,2023,,17319.0,24.9,695.5421686746988,0.0,0.0,9 : 91,9.0,91.0,,,,,,,Uzbekistan,Tashkent State Transport University,100.0
Tashkent Institute of Textile and Light Industry,Uzbekistan,2023,,4266.0,11.7,364.61538461538464,0.0,0.0,40 : 60,40.0,60.0,,,,,,,Uzbekistan,Tashkent Institute of Textile and Light Industry,0.0
Tatung University,Taiwan,2023,,4036.0,19.6,205.91836734693877,3.0,121.0,39 : 61,39.0,61.0,,,,,,,Taiwan,Tatung University,0.0
Tecmilenio University,Mexico,2023,,2932.0,16.5,177.6969696969697,1.0,29.0,45 : 55,45.0,55.0,,,,,,,Mexico,Tecmilenio University,0.0
Tecnológico de Costa Rica,Costa Rica,2023,,10651.0,13.8,771.8115942028985,2.0,213.0,35 : 65,35.0,65.0,,,,,,,Costa Rica,Tecnológico de Costa Rica (TEC),100.0
Instituto Tecnológico Metropolitano,Colombia,2023,,25333.0,28.6,885.7692307692307,0.0,0.0,44 : 56,44.0,56.0,,,,,,,Colombia,Instituto Tecnológico Metropolitano,0.0
Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia,2023,,5548.0,23.0,241.2173913043478,0.0,0.0,27 : 73,27.0,73.0,,,,,,,Indonesia,Institut Teknologi Nasional Bandung (ITENAS Bandung),100.0
University of Telafer,Iraq,2023,,1456.0,30.3,48.052805280528055,0.0,0.0,44 : 56,44.0,56.0,,,,,,,Iraq,University of Telafer,0.0
Tenri University,Japan,2023,,3147.0,22.5,139.86666666666667,5.0,157.0,34 : 66,34.0,66.0,,,,,,,Japan,Tenri University,0.0
Termez State University,Uzbekistan,2023,,25070.0,35.7,702.2408963585434,1.0,251.0,49 : 51,49.0,51.0,,,,,,,Uzbekistan,Termez State University,0.0
Termez Institute of Engineering and Technology,Uzbekistan,2023,,4296.0,36.7,117.05722070844686,0.0,0.0,15 : 85,15.0,85.0,,,,,,,Uzbekistan,Termez Institute of Engineering and Technology,0.0
Tikrit University,Iraq,2023,,36905.0,13.1,2817.175572519084,0.0,0.0,36 : 64,36.0,64.0,,,,,,,Iraq,Tikrit University,0.0
Tokyo University of Foreign Studies,Japan,2023,,4413.0,17.9,246.53631284916204,11.0,485.0,66 : 34,66.0,34.0,,,,,,,Japan,Tokyo University of Foreign Studies,0.0
Tashkent State University of Economics,,2023,,8304.0,14.2,584.7887323943662,1.0,83.0,27 : 73,27.0,73.0,,,,,,,,Tashkent State University of Economics,100.0
Toyama Prefectural University,Japan,2023,,1630.0,8.2,198.78048780487808,2.0,33.0,26 : 74,26.0,74.0,,,,,,,Japan,Toyama Prefectural University,0.0
Trinity Laban Conservatoire of Music and Dance,United Kingdom,2023,,1180.0,9.8,120.40816326530611,31.0,366.0,67 : 33,67.0,33.0,,,,,,,United Kingdom,Trinity Laban Conservatoire of Music and Dance,0.0
Turin Polytechnic University in Tashkent,Uzbekistan,2023,,1752.0,18.8,93.19148936170212,4.0,70.0,13 : 87,13.0,87.0,,,,,,,Uzbekistan,Turin Polytechnic University in Tashkent,0.0
Ubon Ratchathani University,Thailand,2023,,15717.0,22.1,711.1764705882352,0.0,0.0,67 : 33,67.0,33.0,,,,,,,Thailand,Ubon Ratchathani University,0.0
UBT,Kosovo,2023,,9757.0,15.5,629.483870967742,4.0,390.0,45 : 55,45.0,55.0,,,,,,,Kosovo,UBT,0.0
UIN Sulthan Thaha Saifuddin Jambi,Indonesia,2023,,16859.0,47.5,354.9263157894737,1.0,169.0,56 : 44,56.0,44.0,,,,,,,Indonesia,UIN Sulthan Thaha Saifuddin Jambi,0.0
Umaru Musa Yar’adua University,Nigeria,2023,,10334.0,20.3,509.06403940886696,0.0,0.0,27 : 73,27.0,73.0,,,,,,,Nigeria,Umaru Musa Yar’adua University,0.0
Unichristus,Brazil,2023,,5497.0,15.4,356.94805194805195,0.0,0.0,67 : 33,67.0,33.0,,,,,,,Brazil,Unichristus,0.0
United International University,Bangladesh,2023,,4632.0,21.4,216.44859813084113,1.0,46.0,30 : 70,30.0,70.0,,,,,,,Bangladesh,United International University,0.0
Universidad del Pacífico Ecuador,Ecuador,2023,,651.0,13.9,46.83453237410072,2.0,13.0,58 : 42,58.0,42.0,,,,,,,Ecuador,Universidad del Pacífico Ecuador,0.0
University College of Osteopathy,United Kingdom,2023,,390.0,11.1,35.13513513513514,28.0,109.0,55 : 45,55.0,45.0,,,,,,,United Kingdom,University College of Osteopathy,0.0
