name_a,name_b,similarity_score,category,reason,country_a,country_b,source_a,source_b,years_a,years_b,count_a,count_b
University of Žilina,University of Ilorin,0.9,Different Universities,Moderate similarity - likely different universities,Slovakia,Nigeria,"the_rankings, qs_rankings",the_rankings,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
University of South Alabama (USA),University of South Alabama,0.9,Different Universities,Moderate similarity - likely different universities,United States,United States,qs_rankings,,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
University of Madras,University of Manara,0.9,Different Universities,Moderate similarity - likely different universities,India,Iraq,qs_rankings,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
University of Madras,University of Caldas,0.9,Different Universities,Moderate similarity - likely different universities,India,Colombia,qs_rankings,the_rankings,"[2023, 2024]",[2024],2,1
University of Misan,University of Garmian,0.9,Different Universities,Moderate similarity - likely different universities,Iraq,Iraq,the_rankings,the_rankings,"[2023, 2024]",[2024],2,1
Kerman University of Medical Sciences,Kermanshah University of Medical Sciences,0.9487,Needs Manual Review,High similarity - manual verification recommended,Iran,Iran,the_rankings,the_rankings,"[2021, 2022, 2023, 2024]",[2023],4,1
University of Milan,University of Misan,0.9474,Needs Manual Review,High similarity - manual verification recommended,Italy,Iraq,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
Kanagawa University,Kanazawa University,0.9474,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Bergen,University of Bern,0.9474,Needs Manual Review,High similarity - manual verification recommended,Norway,Switzerland,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Ulsan,University of Tulsa,0.9474,Needs Manual Review,High similarity - manual verification recommended,South Korea,United States,"the_rankings, qs_rankings",qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Texas at El Paso,University of Texas El Paso,0.9474,Needs Manual Review,High similarity - manual verification recommended,United States,United States,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Jianghan University,Jiangnan University,0.9474,Needs Manual Review,High similarity - manual verification recommended,China,China,the_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2023, 2024]",4,2
National Research University Moscow Power Engineering Institute (MPEI),National Research University Moscow Power Engineering Institute,0.9474,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,qs_rankings,,"[2021, 2022, 2023, 2024]","[2022, 2023, 2024]",4,3
Chonnam National University,Chungnam National University,0.9455,Needs Manual Review,High similarity - manual verification recommended,South Korea,South Korea,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universitat Politècnica de Catalunya · BarcelonaTech,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),0.9455,Needs Manual Review,High similarity - manual verification recommended,Spain,Spain,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
The London School of Economics and Political Science,The London School of Economics and Political Science (LSE),0.9455,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
University of Texas Dallas,University of Texas at Dallas,0.9455,Needs Manual Review,High similarity - manual verification recommended,United States,United States,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Asia Pacific University of Technology and Innovation,Asia Pacific University of Technology and Innovation (APU),0.9455,Needs Manual Review,High similarity - manual verification recommended,Malaysia,Malaysia,,qs_rankings,[2024],[2024],1,1
University of Pecs,University of Pécs,0.9444,Needs Manual Review,High similarity - manual verification recommended,Hungary,Hungary,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Shiraz University of Medical Sciences,Shiga University of Medical Science,0.9444,Needs Manual Review,High similarity - manual verification recommended,Iran,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Kagawa University,Kanagawa University,0.9444,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Sabanci University,Sabancı University,0.9444,Needs Manual Review,High similarity - manual verification recommended,Turkey,Turkey,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Atatürk University,Ataturk University,0.9444,Needs Manual Review,High similarity - manual verification recommended,Turkey,Turkey,the_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2023, 2024]",4,2
National Taiwan University of Science and Technology,National Taichung University of Science and Technology,0.9434,Needs Manual Review,High similarity - manual verification recommended,Taiwan,Taiwan,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2023, 2024]",5,2
D. Serikbayev East Kazakhstan Technical University,D. Serikbayev East Kazakhstan state technical university,0.9434,Needs Manual Review,High similarity - manual verification recommended,Kazakhstan,Kazakhstan,the_rankings,qs_rankings,[2024],[2024],1,1
Platov South-Russian State Polytechnic University (NPI),Platov South-Russian State Polytechnic University,0.9423,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,the_rankings,,"[2022, 2023, 2024]",[2023],3,1
Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile (UC),0.9412,Needs Manual Review,High similarity - manual verification recommended,Chile,Chile,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Universidad Autónoma del Estado de Mexico (UAEMex),Universidad AutÃ³noma del Estado de MÃ©xico (UAEMex),0.9412,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]",[2021],5,1
National University of Sciences And Technology Islamabad,National University of Sciences And Technology (NUST) Islamabad,0.9412,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Brunel University London,Brunel University of London,0.9412,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Alabama at Birmingham,"University of Alabama, Birmingham",0.9412,Needs Manual Review,High similarity - manual verification recommended,United States,United States,the_rankings,qs_rankings,"[2020, 2021]","[2023, 2024]",2,2
"International University of Business, Agriculture and Technology","International University of Business, Agriculture and Technology (IUBAT)",0.9412,Needs Manual Review,High similarity - manual verification recommended,Bangladesh,Bangladesh,,qs_rankings,[2024],[2024],1,1
Rajamangala University of Technology Lanna,Rajamangala University of Technology Isan,0.9398,Needs Manual Review,High similarity - manual verification recommended,Thailand,Thailand,the_rankings,the_rankings,[2022],"[2023, 2024]",1,2
National Research University of Electronic Technology,National Research University of Electronic Technology (MIET),0.9381,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,,the_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Sohag University,Sohar University,0.9375,Needs Manual Review,High similarity - manual verification recommended,Egypt,Oman,the_rankings,the_rankings,"[2020, 2021, 2023, 2024]","[2022, 2024]",4,2
Meiji University,Meijo University,0.9375,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,"the_rankings, qs_rankings",the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Toho University,Tohoku University,0.9375,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,"the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Engineering & Technology (UET) Lahore,University of Engineering & Technology Lahore,0.9375,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,"the_rankings, qs_rankings",,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
National University of Science and Technology,"National University of Science and Technology, Oman",0.9375,Needs Manual Review,High similarity - manual verification recommended,Russia,Oman,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Botswana International University of Science and Technology (BIUST),Botswana International University of Science and Technology,0.9365,Needs Manual Review,High similarity - manual verification recommended,Botswana,Botswana,the_rankings,,"[2023, 2024]",[2024],2,1
National Kaohsiung University of Science and Technology,National Taichung University of Science and Technology,0.9358,Needs Manual Review,High similarity - manual verification recommended,Taiwan,Taiwan,the_rankings,the_rankings,"[2023, 2024]","[2023, 2024]",2,2
Universidad Autónoma de Yucatán,Universidad Autonoma de Yucatan,0.9355,Needs Manual Review,High similarity - manual verification recommended,Mexico,Mexico,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
National Chung Cheng University,National Chung Hsing University,0.9355,Needs Manual Review,High similarity - manual verification recommended,Taiwan,Taiwan,"the_rankings, qs_rankings","the_rankings, qs_rankings","[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Universiti Putra Malaysia (UPM),Universiti Utara Malaysia (UUM),0.9355,Needs Manual Review,High similarity - manual verification recommended,Malaysia,Malaysia,qs_rankings,qs_rankings,"[2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",4,4
Indian Institute of Technology Kanpur,Indian Institute of Technology Kharagpur,0.9351,Needs Manual Review,High similarity - manual verification recommended,India,India,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
Prague University of Economics and Business,Prague University of Economics and Business (VŠE),0.9348,Needs Manual Review,High similarity - manual verification recommended,Czechia,Czechia,,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
"Nanyang Technological University, Singapore","Nanyang Technological University, Singapore (NTU)",0.9348,Needs Manual Review,High similarity - manual verification recommended,Singapore,Singapore,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Yuri Gagarin State Technical University of Saratov,Yuri Gagarin State Technical University of Saratov (SSTU),0.9346,Needs Manual Review,High similarity - manual verification recommended,Russia,Russia,,the_rankings,"[2022, 2023]","[2022, 2023]",2,2
"National University of Modern Languages (NUML), Islamabad","National University of Modern Languages, Islamabad",0.9346,Needs Manual Review,High similarity - manual verification recommended,Pakistan,Pakistan,qs_rankings,,[2024],[2024],1,1
Institut National des Sciences Appliquées de Lyon,Institut National des Sciences Appliquées de Lyon (INSA),0.9333,Needs Manual Review,High similarity - manual verification recommended,France,France,,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
Technical University of Berlin,Technical University of Lublin,0.9333,Needs Manual Review,High similarity - manual verification recommended,Germany,Poland,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Toho University,Toyo University,0.9333,Needs Manual Review,High similarity - manual verification recommended,Japan,Japan,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
L.N. Gumilyov Eurasian National University,L.N. Gumilyov Eurasian National University (ENU),0.9333,Needs Manual Review,High similarity - manual verification recommended,Kazakhstan,Kazakhstan,the_rankings,qs_rankings,"[2020, 2021, 2022, 2023, 2024]","[2021, 2022, 2023, 2024]",5,4
Umea University,Umeå University,0.9333,Needs Manual Review,High similarity - manual verification recommended,Sweden,Sweden,qs_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Chester,University of Manchester,0.9333,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2020, 2021, 2022, 2023, 2024]",5,5
University of Chester,University of Chichester,0.9333,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
University of Chester,University of Winchester,0.9333,Needs Manual Review,High similarity - manual verification recommended,United Kingdom,United Kingdom,the_rankings,the_rankings,"[2020, 2021, 2022, 2023, 2024]","[2022, 2023, 2024]",5,3
