rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,normalized_name
13730,1201–1500,National Technical University Kharkiv Polytechnic Institute,18.4–24.3,13730,20.8,1053,9.1,1633,15.8,1537,38.2,1253,30.0,1269,Ukraine,"11,413",7.9,13%,32 : 68,National Technical University Kharkiv Polytechnic Institute,"Languages, Literature & Linguistics,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Sociology,Business & Management,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Other Health,Chemistry,Computer Science,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sport Science",False,False,national technical university kharkiv polytechnic institute
13740,1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,18.4–24.3,13740,21.2,1024,10.0,1519,27.8,1255,37.7,1371,21.2,1646,Ukraine,"21,170",8.0,3%,30 : 70,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,"Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Computer Science,Chemical Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Communication & Media Studies,General Engineering,Chemistry,Other Health,Art, Performing Arts & Design,Business & Management,Sociology,Accounting & Finance",False,False,national technical university of ukraine igor sikorsky kyiv polytechnic institute
13750,1201–1500,Nicolaus Copernicus University in Toruń,18.4–24.3,13750,19.3,1191,19.0,797,30.3,1206,38.3,1225,30.5,1254,Poland,"19,684",13.0,4%,67 : 33,Nicolaus Copernicus University in Toruń,"Mathematics & Statistics,Chemistry,Psychology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Politics & International Studies (incl Development Studies),Veterinary Science,Sociology,Computer Science,Art, Performing Arts & Design,Education,Communication & Media Studies,Other Health,Sport Science,Biological Sciences,Law,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Archaeology,Languages, Literature & Linguistics,Chemical Engineering",False,False,nicolaus copernicus university in torun
13760,1201–1500,University of Nigeria Nsukka,18.4–24.3,13760,25.0,746,10.2,1489,32.2,1168,37.6,1398,30.0,1270,Nigeria,"43,108",11.4,1%,46 : 54,University of Nigeria Nsukka,"Business & Management,Law,Computer Science,General Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Other Health,Sport Science,Electrical & Electronic Engineering,Civil Engineering,Medicine & Dentistry,Agriculture & Forestry,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Architecture,Art, Performing Arts & Design,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,Economics & Econometrics,Archaeology,Veterinary Science,Physics & Astronomy,Geography,Education,Mechanical & Aerospace Engineering,Chemistry",False,False,university of nigeria nsukka
13770,1201–1500,Slovak University of Agriculture in Nitra,18.4–24.3,13770,19.8,1147,12.5,1234,20.4,1412,38.3,1226,48.3,713,Slovakia,"4,870",11.3,3%,52 : 48,Slovak University of Agriculture in Nitra,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Sociology,Computer Science,Communication & Media Studies,General Engineering,Biological Sciences,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Business & Management,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Education",False,False,slovak university of agriculture in nitra
13780,1201–1500,University of North Carolina Wilmington,18.4–24.3,13780,18.5,1273,8.1,1769,32.4,1165,37.3,1524,30.0,1271,United States,"15,940",19.1,2%,64 : 36,University of North Carolina Wilmington,"Chemistry,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Education,Communication & Media Studies,Computer Science,Geography,Psychology,History, Philosophy & Theology,Business & Management,General Engineering,Agriculture & Forestry,Accounting & Finance",False,False,university of north carolina wilmington
13790,1201–1500,North China Electric Power University,18.4–24.3,13790,18.5,1274,19.9,748,29.3,1227,66.8,215,18.7,1722,China,"37,861",19.1,3%,36 : 64,North China Electric Power University,"Physics & Astronomy,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Chemistry,Civil Engineering,Mechanical & Aerospace Engineering,Law,Chemical Engineering",False,False,north china electric power university
13800,1201–1500,"University of the North, Colombia",18.4–24.3,13800,17.3,1451,12.5,1235,21.1,1399,39.8,995,51.6,634,Colombia,"13,991",19.0,1%,51 : 49,"University of the North, Colombia Universidad del Norte UNINORTE","Accounting & Finance,Art, Performing Arts & Design,Education,Psychology,Civil Engineering,Electrical & Electronic Engineering,Sociology,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics,Law,Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False,university of the north colombia
13810,1201–1500,Obafemi Awolowo University,18.4–24.3,13810,19.6,1164,12.3,1257,26.1,1284,36.9,1777,33.9,1135,Nigeria,"29,939",23.3,0%,41 : 59,Obafemi Awolowo University,"Economics & Econometrics,Psychology,Geology, Environmental, Earth & Marine Sciences,Other Health,Agriculture & Forestry,Business & Management,Civil Engineering,Architecture,Medicine & Dentistry,Sport Science,Accounting & Finance,History, Philosophy & Theology,Biological Sciences,Geography,Communication & Media Studies,Education,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Law,General Engineering,Art, Performing Arts & Design,Chemistry,Computer Science,Politics & International Studies (incl Development Studies)",False,False,obafemi awolowo university
13820,1201–1500,Oles Honchar Dnipro National University,18.4–24.3,13820,17.3,1452,8.6,1707,3.9,1777,37.2,1577,20.9,1655,Ukraine,"9,522",12.1,1%,60 : 40,Oles Honchar Dnipro National University,"Chemical Engineering,Sociology,Education,Archaeology,History, Philosophy & Theology,Law,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Biological Sciences,Other Health,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Psychology,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Chemistry",False,False,oles honchar dnipro national university
13830,1201–1500,Opole University of Technology,18.4–24.3,13830,16.2,1584,13.0,1194,24.9,1312,37.8,1350,29.3,1298,Poland,"5,604",14.5,7%,33 : 67,Opole University of Technology,"Business & Management,General Engineering,Computer Science,Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Sport Science,Electrical & Electronic Engineering",False,False,opole university of technology
13840,1201–1500,Oran 1 University,18.4–24.3,13840,30.4,509,8.3,1748,22.2,1376,37.6,1400,39.5,971,Algeria,"25,775",19.2,1%,66 : 34,Oran 1 University,"Medicine & Dentistry,General Engineering,Physics & Astronomy,Chemistry,Biological Sciences,Computer Science,Languages, Literature & Linguistics",False,False,oran 1 university
13850,1201–1500,Osaka Metropolitan University,18.4–24.3,13850,23.7,829,17.0,896,17.8,1471,47.3,482,24.2,1509,Japan,"15,827",11.5,5%,37 : 63,Osaka Metropolitan University,"History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Geography,Civil Engineering,Economics & Econometrics,Psychology,Medicine & Dentistry,Other Health,Electrical & Electronic Engineering,Chemistry,Education,Archaeology,Sport Science,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Veterinary Science,Sociology,Art, Performing Arts & Design,Law,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Communication & Media Studies",False,False,osaka metropolitan university
13860,1201–1500,Osmania University,18.4–24.3,13860,32.4,433,13.9,1114,16.8,1507,40.7,875,18.1,1745,India,"10,814",23.7,3%,32 : 68,Osmania University,"Economics & Econometrics,Computer Science,Art, Performing Arts & Design,Chemical Engineering,Education,Mathematics & Statistics,Communication & Media Studies,Chemistry,Sociology,Law,Biological Sciences,Geography,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Psychology,Physics & Astronomy,General Engineering,Archaeology,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Accounting & Finance,Business & Management",False,False,osmania university
13870,1201–1500,University of Ostrava,18.4–24.3,13870,18.5,1275,15.1,1015,16.2,1528,37.1,1621,46.0,773,Czech Republic,"8,492",16.4,11%,69 : 31,University of Ostrava,"History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Biological Sciences,Sociology,Other Health,Geography,Chemistry,Politics & International Studies (incl Development Studies),Education,Psychology",False,False,university of ostrava
13880,1201–1500,University of Pannonia,18.4–24.3,13880,18.0,1346,14.6,1060,17.5,1477,39.1,1097,39.5,972,Hungary,"5,351",17.3,6%,49 : 51,University of Pannonia,"Education,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,Languages, Literature & Linguistics,Geography,Law,History, Philosophy & Theology,Economics & Econometrics,Sociology,Psychology,Computer Science,Mathematics & Statistics,Business & Management,Communication & Media Studies,General Engineering",False,False,university of pannonia
13890,1201–1500,Paris Nanterre University,18.4–24.3,13890,24.8,758,21.0,708,14.0,1586,37.1,1623,55.1,572,France,"34,972",37.4,17%,63 : 37,Paris Nanterre University,"Geography,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sport Science,Electrical & Electronic Engineering,Law,Economics & Econometrics,Languages, Literature & Linguistics,Archaeology,Communication & Media Studies,Education,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Sociology,Accounting & Finance,Psychology",False,False,paris nanterre university
13900,1201–1500,University of Pau and Pays de l’Adour,18.4–24.3,13900,18.5,1276,11.3,1345,23.9,1334,41.6,790,71.6,326,France,"14,186",14.5,14%,52 : 48,University of Pau and Pays de l’Adour,"Art, Performing Arts & Design,History, Philosophy & Theology,Biological Sciences,Sport Science,Mathematics & Statistics,Geography,Computer Science,Mechanical & Aerospace Engineering,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Archaeology,Law,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Economics & Econometrics,Accounting & Finance,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Communication & Media Studies,Agriculture & Forestry",False,False,university of pau and pays de ladour
13910,1201–1500,Universitas Pendidikan Indonesia,18.4–24.3,13910,20.0,1133,10.7,1432,26.0,1286,37.4,1483,18.4,1732,Indonesia,"32,320",20.1,1%,64 : 36,Universitas Pendidikan Indonesia,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Architecture,Other Health,Sport Science,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Geography,Business & Management,Agriculture & Forestry,Education,Physics & Astronomy,Accounting & Finance,Biological Sciences,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Sociology",False,False,universitas pendidikan indonesia
