university_id,university_name,country,openalex_name,institution_id,works_count,cited_by_count,h_index,i10_index,2yr_mean_citedness
U001911,Shahrekord University of Medical Sciences,Iran,Shahrekord University of Medical Sciences,https://openalex.org/I170350485,6420,193208,138,4264,4.713956170703575
U001913,Shandong University,China (Mainland),Shandong University,https://openalex.org/I154099455,198462,14480430,591,295069,5.086267689806847
U001914,Shanghai International Studies University,China (Mainland),Shanghai International Studies University,https://openalex.org/I11406153,7167,71730,96,1662,2.7479387514723204
U001915,Shanghai Jiao Tong University,China (Mainland),Shanghai Jiao Tong University,https://openalex.org/I183067930,364594,27824137,872,519215,5.547417121622396
U001916,Shanghai Maritime University,China,Shanghai Maritime University,https://openalex.org/I96733725,21805,598908,203,13452,4.436864614737432
U001917,Shanghai Normal University,China (Mainland),Shanghai Normal University,https://openalex.org/I21945476,27614,1126535,289,21307,3.5697439117995957
U001918,Shanghai University,China (Mainland),Shanghai University,https://openalex.org/I113940042,99989,5093785,473,101914,5.61067698716339
U001919,Shanghai University of Finance and Economics,China (Mainland),Shanghai University of Finance and Economics,https://openalex.org/I181679659,15958,287483,203,5162,2.535678987942281
U001920,Shantou University,China,Shantou University,https://openalex.org/I32574673,34990,1794914,326,36955,3.6179654767890064
U001921,Sharif University of Technology,"Iran, Islamic Republic of",Sharif University of Technology,https://openalex.org/I133529467,45391,1898972,309,40753,4.23534549689441
U001922,Sheffield Hallam University,United Kingdom,Sheffield Hallam University,https://openalex.org/I71422933,23872,775984,253,14813,2.348119233498936
U001923,Shenzhen University,China (Mainland),Shenzhen University,https://openalex.org/I180726961,94545,5820358,507,107641,5.847255232249579
U001924,Shibaura Institute of Technology,Japan,Shibaura Institute of Technology,https://openalex.org/I171481255,16656,252686,146,5978,1.4371168886070598
U001925,Shiga University of Medical Science,Japan,Shiga University of Medical Science,https://openalex.org/I160046202,16389,1280404,326,23728,1.610183923705722
U001926,Shimane University,Japan,Shimane University,https://openalex.org/I169016828,26193,1231898,271,26126,1.866967871485944
U001927,Shinshu University ,Japan,Shinshu University,https://openalex.org/I137975476,46321,3034352,419,57186,2.9005215742057846
U001928,Shiraz University,"Iran, Islamic Republic of",Shiraz University,https://openalex.org/I166459259,42236,1513845,273,34851,3.1502787428294416
U001929,Shiraz University of Medical Sciences,Iran,Shiraz University of Medical Sciences,https://openalex.org/I194604659,42499,1662510,274,41394,3.479699945866522
U001930,Shiraz University of Technology,Iran,Shiraz University of Technology,https://openalex.org/I204490172,6829,269728,165,5877,4.926320461606746
U001931,Shizuoka University,Japan,Shizuoka University,https://openalex.org/I1298590031,34428,1171584,264,27066,1.6692721055202735
U001932,Shonan Institute of Technology,Japan,Shonan Institute of Technology,https://openalex.org/I197425175,3202,38487,79,841,1.1514084507042253
U001935,Shri Mata Vaishno Devi University,India,Shri Mata Vaishno Devi University,https://openalex.org/I59179055,4223,145167,142,2957,3.4680293501048216
U001936,Siberian Federal University,Russian Federation,Siberian Federal University,https://openalex.org/I4853710,15824,276955,148,6749,1.673972106502445
U001938,Siberian State Industrial University,Russian Federation,Siberian State Industrial University,https://openalex.org/I612282,2354,19929,35,504,0.7266187050359713
U001939,Siberian State Medical University,Russian Federation,Siberian State Medical University,https://openalex.org/I196530094,5762,78615,81,1775,1.137234321700341
U001940,Sichuan University,China (Mainland),Sichuan University,https://openalex.org/I24185976,262481,19723528,704,405738,5.187749324890586
U001941,Sichuan University of Science and Engineering,China,Sichuan University of Science and Engineering,https://openalex.org/I64852412,12870,330400,153,8403,3.404948653675103
U001942,Sidi Mohamed Ben Abdellah University,Morocco,Sidi Mohamed Ben Abdellah University,https://openalex.org/I81605866,24653,582498,169,14308,2.7463238314302143
U001943,Sikkim Manipal University,India,Sikkim Manipal University,https://openalex.org/I4210111977,47,218,8,7,0.6153846153846154
U001945,Silesian University in Opava,Czech Republic,Silesian University in Opava,https://openalex.org/I32366509,6664,98925,114,2251,1.8893058161350844
U001946,Silesian University of Technology,Poland,Silesian University of Technology,https://openalex.org/I119004910,43491,903982,219,23342,3.8245262138608394
U001947,Silpakorn University,Thailand,Silpakorn University,https://openalex.org/I86677382,7320,190903,134,4419,2.8898756660746003
U001948,SIMAD University,Somalia,SIMAD University,https://openalex.org/I4210127735,1375,13901,43,381,2.7947543713572025
U001949,Simón Bolívar University,Venezuela,Simón Bolívar University,https://openalex.org/I629287,9413,320587,199,6001,1.687830687830688
U001950,Simon Fraser University,Canada,Simon Fraser University,https://openalex.org/I18014758,88214,6129555,652,84069,2.9676858426315027
U001951,Singapore Management University,Singapore,Singapore Management University,https://openalex.org/I79891267,18959,644076,283,9570,3.545897516504244
U001952,Singapore University of Technology and Design,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,14216,844321,312,13434,6.057576279951732
U001953,Sir Syed University of Engineering and Technology,Pakistan,Sir Syed University of Engineering and Technology,https://openalex.org/I34478861,2500,30127,69,694,2.313526192337764
U001955,Skolkovo Institute of Science and Technology (Skoltech),Russian Federation,Skolkovo Institute of Science and Technology,https://openalex.org/I125989756,12724,550030,237,9895,3.36525020967291
U001956,Slovak University of Agriculture in Nitra,Slovakia,Slovak University of Agriculture in Nitra,https://openalex.org/I128193699,7922,248469,154,5753,2.708993033565548
U001957,Slovak University of Technology in Bratislava,Slovakia,Slovak University of Technology in Bratislava,https://openalex.org/I110757952,27777,798715,205,17635,2.253562340966921
U001958,Smith College,United States,Smith College,https://openalex.org/I202524275,11780,375187,226,5324,1.991825613079019
U001959,SOAS University of London ,United Kingdom,SOAS University of London,https://openalex.org/I31575130,15890,241391,192,3951,1.1674733785091964
U001960,Sofia University,Bulgaria,Sofia University,https://openalex.org/I3141073880,556,12310,55,216,6.291666666666667
U001961,"Sofia University ""St. Kliment Ohridski""",Bulgaria,"Sofia University ""St. Kliment Ohridski""",https://openalex.org/I58918642,27224,1255108,316,20532,2.5505654281098544
U001962,Sogang University,South Korea,Sogang University,https://openalex.org/I148751991,18856,836199,256,17672,3.71353979114152
U001963,Sohag University,Egypt,Sohag University,https://openalex.org/I97455420,15861,329707,164,7682,3.5069188777453344
U001964,Sohar University,Oman,Sohar University,https://openalex.org/I45998257,4409,63258,96,1374,3.168274027269704
U001965,Soka University,Japan,Soka University,https://openalex.org/I4210088637,3336,112002,128,2406,2.64075382803298
U001966,Sokoto State University,Nigeria,Sokoto State University,https://openalex.org/I3129379329,2275,14863,53,365,1.6504782928623989
U001968,Soochow University,China (Mainland),Soochow University,https://openalex.org/I185940356,8001,221843,164,4750,2.225806451612903
U001971,Sookmyung Women's University ,South Korea,Sookmyung Women's University,https://openalex.org/I31766871,8184,396580,182,7923,3.353956834532374
U001972,Soonchunhyang University,South Korea,Soonchunhyang University,https://openalex.org/I24541011,21081,915342,247,20536,2.997168030207678
U001973,Soongsil University,South Korea,Soongsil University,https://openalex.org/I141371507,15385,482036,211,10456,3.185712123505373
U001974,Sophia University ,Japan,Sophia University,https://openalex.org/I42999171,13712,394388,174,9566,1.6531942633637549
U001975,Soran University,Iraq,Soran University,https://openalex.org/I32706565,2796,50743,105,1080,3.4380012338062924
U001977,South China Normal University,China,South China Normal University,https://openalex.org/I187400657,51022,2855833,321,60820,5.004727671499939
U001978,South China University of Technology,China (Mainland),South China University of Technology,https://openalex.org/I90610280,152884,11222368,579,200009,5.988458236918713
U001979,South Ural State University (National Research University),Russia,South Ural State University,https://openalex.org/I107640659,15879,345838,168,7520,2.396983810157463
U001980,South Valley University,Egypt,South Valley University,https://openalex.org/I4405259404,0,0,0,0,0.0
U001981,Southeast University,China (Mainland),Southeast University,https://openalex.org/I4210090971,16495,340837,171,6956,2.9558695652173914
U001982,Southern Cross University ,Australia,Southern Cross University,https://openalex.org/I66809481,16621,715862,260,12479,2.8931726907630524
U001983,Southern Federal University,Russia,Southern Federal University,https://openalex.org/I137534880,27184,517972,183,12934,2.2804033531770136
U001984,Southern Illinois University Carbondale,United States,Southern Illinois University Carbondale,https://openalex.org/I110378019,33085,1439354,349,24617,2.427646326276464
U001985,Southern Medical University,China,Southern Medical University,https://openalex.org/I58200834,87382,6192301,490,124748,4.729035342791905
U001986,Southern Methodist University,United States,Southern Methodist University,https://openalex.org/I178169726,30693,2747907,493,32822,5.026788036410923
U001987,Southern Technical University,Iraq,Southern Technical University,https://openalex.org/I4210145266,2503,26237,67,582,2.465529495380242
U001988,Southern University of Science and Technology,China (Mainland),Southern University of Science and Technology,https://openalex.org/I3045169105,61993,4164970,539,70941,6.964783180026282
U001989,Southwest Jiaotong University,China,Southwest Jiaotong University,https://openalex.org/I4800084,82772,3825093,373,83879,4.656372824256036
U001990,Southwest Petroleum University,China,Southwest Petroleum University,https://openalex.org/I165745306,32758,1461904,224,37135,3.950186321788689
U001992,Southwest University,China (Mainland),Southwest University,https://openalex.org/I142108993,81148,4696939,429,100106,4.04713760884029
U001993,Southwestern University of Finance and Economics,China,Southwestern University of Finance and Economics,https://openalex.org/I204831749,16315,448762,237,7798,3.4452439024390245
U001994,SR University,India,SR University,https://openalex.org/I4405263155,0,0,0,0,0.0
U001996,Sri Lanka Institute of Information Technology,Sri Lanka,Sri Lanka Institute of Information Technology,https://openalex.org/I192365124,4410,66341,71,1667,1.2978231554613755
U001997,Sri Padmavati Mahila Visvavidyalayam (Women's University),India,Sri Padmavati Mahila Visvavidyalayam,https://openalex.org/I94415630,2644,34706,74,771,1.056105610561056
U001998,Sri Venkateswara University,India,Sri Venkateswara University,https://openalex.org/I170558118,17119,561634,204,11936,1.534035188924142
U001999,Srinakharinwirot University,Thailand,Srinakharinwirot University,https://openalex.org/I76920116,9397,181490,140,4279,1.677577045696068
U002000,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,SRM Institute of Science and Technology,https://openalex.org/I145286018,49708,1029461,240,24108,2.7936577846289365
U002002,St Francis Xavier University,Canada,St. Francis Xavier University,https://openalex.org/I197191942,9028,277936,190,5246,1.504
U002003,"St George's, University of London",United Kingdom,"St George's, University of London",https://openalex.org/I165862685,39354,3970739,591,40257,3.150686303977557
U002004,"St George’s, University of London",United Kingdom,"St George's, University of London",https://openalex.org/I165862685,39354,3970739,591,40257,3.150686303977557
U002006,St Luke’s International University,Japan,St. Luke's International University,https://openalex.org/I4210092806,2905,60392,97,1352,3.1530434782608694
U002007,St Marianna University School of Medicine,Japan,St. Marianna University School of Medicine,https://openalex.org/I163917720,15827,772106,233,15804,1.9844236760124607
