university_name,normalized_name,country,year,source
Universidad de Costa Rica,universidad de costa rica,Costa Rica,2017,QS
Middle East Technical University,middle east technical university,Turkey,2017,QS
Bogaziçi Üniversitesi,bogazici universitesi,Turkey,2017,QS
Clark University,clark university,United States,2017,QS
Lappeenranta-Lahti University of Technology LUT,lappeenranta lahti university of technology lut,Finland,2017,QS
East China University of Science and Technology,east china university of science and technology,China (Mainland),2017,QS
Technische Universität Braunschweig,technische universitat braunschweig,Germany,2017,QS
Tokyo Metropolitan University,tokyo metropolitan university,Japan,2017,QS
University of Saskatchewan,university of saskatchewan,Canada,2017,QS
Pontificia Universidad Católica del Perú,pontificia universidad catolica del peru,Peru,2017,QS
"University of Rome ""Tor Vergata""",university of rome tor vergata,Italy,2017,QS
University of Naples - Federico II,university of naples federico ii,Italy,2017,QS
Hitotsubashi University,hitotsubashi university,Japan,2017,QS
Dalian University of Technology,dalian university of technology,China (Mainland),2017,QS
Indian Institute of Technology Guwahati (IITG),indian institute of technology guwahati,India,2017,QS
Lehigh University,lehigh university,United States,2017,QS
Tianjin University,tianjin university,China (Mainland),2017,QS
Universidad de Zaragoza,universidad de zaragoza,Spain,2017,QS
Vilnius University ,vilnius university,Lithuania,2017,QS
Aristotle University of Thessaloniki,aristotle university of thessaloniki,Greece,2017,QS
Università Cattolica del Sacro Cuore,universita cattolica del sacro cuore,Italy,2017,QS
Aberystwyth University,aberystwyth university,United Kingdom,2017,QS
Iran University of Science and Technology,iran university of science and technology,"Iran, Islamic Republic of",2017,QS
Jilin University,jilin university,China (Mainland),2017,QS
The Catholic University of Korea ,the catholic university of korea,South Korea,2017,QS
Saint Joseph University of Beirut (USJ) ,saint joseph university of beirut,Lebanon,2017,QS
University of Nebraska - Lincoln,university of nebraska lincoln,United States,2017,QS
University of South Florida,university of south florida,United States,2017,QS
Yokohama City University,yokohama city university,Japan,2017,QS
Gadjah Mada University,gadjah mada university,Indonesia,2017,QS
University of Delhi,university of delhi,India,2017,QS
City University of New York,city university of new york,United States,2017,QS
University of Bordeaux,university of bordeaux,France,2017,QS
Pontifícia Universidade Católica do Rio de Janeiro,pontificia universidade catolica do rio de janeiro,Brazil,2017,QS
University of Granada,university of granada,Spain,2017,QS
Université du Québec,universite du quebec,Canada,2017,QS
Universität  Leipzig,universitat leipzig,Germany,2017,QS
Université Claude Bernard Lyon 1,universite claude bernard lyon 1,France,2017,QS
Ateneo de Manila University,ateneo de manila university,Philippines,2017,QS
UNESP,unesp,Brazil,2017,QS
Abo Akademi University,abo akademi university,Finland,2017,QS
Amirkabir University of Technology,amirkabir university of technology,"Iran, Islamic Republic of",2017,QS
Jeonbuk National University,jeonbuk national university,South Korea,2017,QS
Czech Technical University in Prague,czech technical university in prague,Czech Republic,2017,QS
Drexel University,drexel university,United States,2017,QS
Instituto Tecnológico de Buenos Aires (ITBA),instituto tecnologico de buenos aires,Argentina,2017,QS
Abai Kazakh National Pedagogical University,abai kazakh national pedagogical university,Kazakhstan,2017,QS
Kazan (Volga region) Federal University,kazan federal university,Russia,2017,QS
King Khalid University,king khalid university,Saudi Arabia,2017,QS
"Kingston University, London",kingston university london,United Kingdom,2017,QS
Martin-Luther-Universität Halle-Wittenberg,martin luther universitat halle wittenberg,Germany,2017,QS
Michigan Technological University,michigan technological university,United States,2017,QS
Missouri University of Science and Technology,missouri university of science and technology,United States,2017,QS
Murdoch University,murdoch university,Australia,2017,QS
Nagasaki University,nagasaki university,Japan,2017,QS
National Chung Hsing University,national chung hsing university,Taiwan,2017,QS
National University of Sciences And Technology (NUST) Islamabad,national university of sciences and technology islamabad,Pakistan,2017,QS
Okayama University,okayama university,Japan,2017,QS
Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brazil,2017,QS
Sejong University ,sejong university,South Korea,2017,QS
Shandong University,shandong university,China (Mainland),2017,QS
Southeast University,southeast university,China (Mainland),2017,QS
Tulane University,tulane university,United States,2017,QS
Umm Al-Qura University ,umm al qura university,Saudi Arabia,2017,QS
Universidad de San Andrés - UdeSA,universidad de san andres udesa,Argentina,2017,QS
Universidade Federal de São Paulo,universidade federal de sao paulo,Brazil,2017,QS
University of Bayreuth,university of bayreuth,Germany,2017,QS
Universität des Saarlandes,universitat des saarlandes,Germany,2017,QS
Universität Regensburg,universitat regensburg,Germany,2017,QS
University of Guelph,university of guelph,Canada,2017,QS
University of Kentucky,university of kentucky,United States,2017,QS
University of Limerick,university of limerick,Ireland,2017,QS
University of Macau,university of macau,Macau SAR,2017,QS
University of Manitoba,university of manitoba,Canada,2017,QS
University of Mons ,university of mons,Belgium,2017,QS
University of Szeged,university of szeged,Hungary,2017,QS
University of Tampere,university of tampere,Finland,2017,QS
Universidad Nacional de La Plata (UNLP),universidad nacional de la plata,Argentina,2017,QS
Chiang Mai University,chiang mai university,Thailand,2017,QS
Universidade Federal de Minas Gerais      ,universidade federal de minas gerais,Brazil,2017,QS
Cairo University,cairo university,Egypt,2017,QS
Universitat de Valencia,universitat de valencia,Spain,2017,QS
University of Pretoria,university of pretoria,South Africa,2017,QS
University of Turin,university of turin,Italy,2017,QS
Universidade de Santiago de Compostela,universidade de santiago de compostela,Spain,2017,QS
American University in Dubai,american university in dubai,United Arab Emirates,2017,QS
Carleton University,carleton university,Canada,2017,QS
Charles Darwin University ,charles darwin university,Australia,2017,QS
Chiba University,chiba university,Japan,2017,QS
William & Mary,william and mary,United States,2017,QS
East China Normal University,east china normal university,China (Mainland),2017,QS
Far Eastern Federal University,far eastern federal university,Russia,2017,QS
Flinders University,flinders university,Australia,2017,QS
Howard University,howard university,United States,2017,QS
Inha University,inha university,South Korea,2017,QS
Johannes Kepler University Linz,johannes kepler university linz,Austria,2017,QS
Kagoshima University,kagoshima university,Japan,2017,QS
Kanazawa University,kanazawa university,Japan,2017,QS
Keele University ,keele university,United Kingdom,2017,QS
Kumamoto University,kumamoto university,Japan,2017,QS
Lanzhou University,lanzhou university,China (Mainland),2017,QS
National Research Saratov State University,national research saratov state university,Russia,2017,QS
National Taipei University of Technology,national taipei university of technology,Taiwan,2017,QS
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",national technical university of ukraine igor sikorsky kyiv polytechnic institute,Ukraine,2017,QS
Philipps-Universität Marburg ,philipps universitat marburg,Germany,2017,QS
Universidad Politécnica de Madrid (UPM),universidad politecnica de madrid,Spain,2017,QS
Rhodes University ,rhodes university,South Africa,2017,QS
Sichuan University,sichuan university,China (Mainland),2017,QS
South China University of Technology,south china university of technology,China (Mainland),2017,QS
Southern Federal University,southern federal university,Russia,2017,QS
Syracuse University,syracuse university,United States,2017,QS
TU Dortmund University,tu dortmund university,Germany,2017,QS
Tokyo University of Agriculture and Technology ,tokyo university of agriculture and technology,Japan,2017,QS
Università degli Studi di Pavia,universita degli studi di pavia,Italy,2017,QS
University of Bradford,university of bradford,United Kingdom,2017,QS
University of Canberra ,university of canberra,Australia,2017,QS
University of Cincinnati,university of cincinnati,United States,2017,QS
University of Hull,university of hull,United Kingdom,2017,QS
University of Jordan,university of jordan,Jordan,2017,QS
University of Massachusetts Boston,university of massachusetts boston,United States,2017,QS
"University of Missouri, Columbia",university of missouri columbia,United States,2017,QS
University of Oregon,university of oregon,United States,2017,QS
University of Science and Technology Beijing,university of science and technology beijing,China (Mainland),2017,QS
University of South Carolina,university of south carolina,United States,2017,QS
University of Tehran,university of tehran,"Iran, Islamic Republic of",2017,QS
University of Ulsan ,university of ulsan,South Korea,2017,QS
University of Vermont,university of vermont,United States,2017,QS
 Western Sydney University,western sydney university,Australia,2017,QS
Universidad de Antioquia,universidad de antioquia,Colombia,2017,QS
Universidad Nacional de Córdoba - UNC,universidad nacional de cordoba unc,Argentina,2017,QS
