year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2024,1501+,Mendeleev University of Chemical Technology,Russian Federation,9.7–22.7,19.6,14.1,14.3,43.4,23.6,
2024,1501+,M’Hamed Bougara University of Boumerdès,Algeria,9.7–22.7,15.2,8.1,21.3,16.3,32.7,
2024,1501+,Middle Technical University,Iraq,9.7–22.7,9.4,7.5,23.7,16.9,26.8,
2024,1501+,Ming Chuan University,Taiwan,9.7–22.7,13.4,12.0,22.6,51.0,38.4,
2024,1501+,MIREA - Russian Technological University,Russian Federation,9.7–22.7,15.0,11.7,8.6,48.1,22.2,
2024,1501+,Moscow Polytechnic University,Russian Federation,9.7–22.7,17.0,10.3,11.0,19.0,32.3,
2024,1501+,Moscow State University of Civil Engineering,Russian Federation,9.7–22.7,20.3,11.6,25.3,39.6,25.0,
2024,1501+,Moulay Ismail University,Morocco,9.7–22.7,9.6,9.1,40.9,16.5,25.9,
2024,1501+,Muroran Institute of Technology,Japan,9.7–22.7,21.7,10.6,22.9,33.5,40.0,
2024,1501+,Mustansiriyah University,Iraq,9.7–22.7,25.3,8.4,16.0,19.1,32.5,
2024,1501+,Nara Women’s University,Japan,9.7–22.7,24.3,8.7,17.3,22.4,41.4,
2024,1501+,Naresuan University,Thailand,9.7–22.7,15.8,10.5,14.8,28.3,33.1,
2024,1501+,National Chiayi University,Taiwan,9.7–22.7,14.4,14.1,21.0,56.7,21.8,
2024,1501+,National Chi Nan University,Taiwan,9.7–22.7,20.0,18.4,13.3,72.1,32.1,
2024,1501+,National Formosa University,Taiwan,9.7–22.7,14.1,11.7,8.4,38.7,18.5,
2024,1501+,National Ilan University,Taiwan,9.7–22.7,13.9,14.6,23.1,37.1,32.3,
2024,1501+,National Research Saratov State University,Russian Federation,9.7–22.7,26.8,16.1,17.6,39.1,38.0,
2024,1501+,National Taichung University of Science and Technology,Taiwan,9.7–22.7,18.2,11.5,27.5,24.1,20.6,
2024,1501+,National Taipei University,Taiwan,9.7–22.7,20.6,15.1,22.4,23.3,30.5,
2024,1501+,National Technical University Kharkiv Polytechnic Institute,Ukraine,9.7–22.7,24.8,9.0,14.9,17.5,33.6,
2024,1501+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,9.7–22.7,26.5,9.9,16.0,22.2,22.4,
2024,1501+,National United University,Taiwan,9.7–22.7,13.5,11.7,15.7,41.8,20.5,
2024,1501+,National University of Córdoba,Argentina,9.7–22.7,18.0,10.3,20.0,19.4,37.1,
2024,1501+,National University of Costa Rica,Costa Rica,9.7–22.7,21.0,10.0,11.8,21.9,45.0,
2024,1501+,National University of Kaohsiung,Taiwan,9.7–22.7,13.3,16.0,12.1,28.9,30.4,
2024,1501+,National University of Life and Environmental Sciences of Ukraine,Ukraine,9.7–22.7,20.3,8.9,30.1,25.3,25.7,
2024,1501+,National University of Medical Sciences (NUMS),Pakistan,9.7–22.7,23.1,9.5,9.2,16.2,28.4,
2024,1501+,National University of San Martín,Argentina,9.7–22.7,19.2,10.7,26.9,24.6,45.4,
2024,1501+,NED University of Engineering and Technology,Pakistan,9.7–22.7,12.7,13.1,19.8,26.3,49.9,
2024,1501+,Niğde Ömer Halisdemir University,Turkey,9.7–22.7,13.5,9.4,24.5,19.2,27.7,
2024,1501+,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,Russian Federation,9.7–22.7,17.6,9.7,10.7,39.6,23.6,
2024,1501+,Nnamdi Azikiwe University,Nigeria,9.7–22.7,18.3,8.7,23.8,16.0,32.3,
2024,1501+,North-Caucasus Federal University,Russian Federation,9.7–22.7,27.8,9.0,9.1,17.4,33.3,
2024,1501+,North-Eastern Federal University,Russian Federation,9.7–22.7,24.7,10.1,11.2,17.5,26.5,
2024,1501+,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,9.7–22.7,20.3,11.1,7.7,19.7,31.9,
2024,1501+,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,9.7–22.7,26.0,9.8,7.7,17.1,29.7,
2024,1501+,Nosov Magnitogorsk State Technical University,Russian Federation,9.7–22.7,18.0,9.8,10.0,17.7,21.0,
2024,1501+,Novosibirsk State Technical University,Russian Federation,9.7–22.7,20.2,12.4,12.8,23.2,36.1,
2024,1501+,Nueva Granada Military University,Colombia,9.7–22.7,21.5,8.0,5.3,15.7,27.7,
2024,1501+,Obafemi Awolowo University,Nigeria,9.7–22.7,15.3,12.3,32.0,19.0,37.9,
2024,1501+,Ogarev Mordovia State University,Russian Federation,9.7–22.7,20.2,9.2,5.8,17.2,37.2,
2024,1501+,Oita University,Japan,9.7–22.7,25.8,11.0,20.0,35.3,22.9,
2024,1501+,Oles Honchar Dnipro National University,Ukraine,9.7–22.7,25.1,9.0,7.4,18.9,21.5,
2024,1501+,Omsk State Technical University,Russian Federation,9.7–22.7,18.4,8.4,7.3,20.0,31.1,
2024,1501+,Ondokuz Mayis University,Turkey,9.7–22.7,19.0,11.4,22.2,26.8,36.1,
2024,1501+,Oran 1 University,Algeria,9.7–22.7,30.7,9.0,13.2,17.8,39.7,
2024,1501+,Ordu University,Turkey,9.7–22.7,14.0,10.3,19.6,16.7,17.9,
2024,1501+,Osaka Institute of Technology,Japan,9.7–22.7,14.8,15.3,20.6,37.3,26.2,
2024,1501+,Osaka Medical and Pharmaceutical University,Japan,9.7–22.7,27.7,12.6,23.7,44.4,18.7,
2024,1501+,Ovidius University of Constanța,Romania,9.7–22.7,19.4,9.2,9.6,15.9,27.0,
2024,1501+,Pamukkale University,Turkey,9.7–22.7,15.2,9.5,16.7,18.5,20.4,
2024,1501+,Pavlov First Saint Petersburg State Medical University,Russian Federation,9.7–22.7,29.4,10.7,12.5,25.3,34.4,
2024,1501+,Payame Noor University,Iran,9.7–22.7,12.9,9.1,26.1,19.6,21.3,
2024,1501+,Penza State University,Russian Federation,9.7–22.7,14.3,8.7,7.8,16.3,32.8,
2024,1501+,Perm National Research Polytechnic University,Russian Federation,9.7–22.7,23.7,13.4,9.9,50.0,28.4,
2024,1501+,Perm State University,Russian Federation,9.7–22.7,21.2,12.5,8.2,24.6,23.7,
2024,1501+,Polytechnic University of Bucharest,Romania,9.7–22.7,19.8,11.4,28.8,29.7,24.2,
2024,1501+,Polytechnic University of Timişoara,Romania,9.7–22.7,16.7,10.1,33.9,30.9,22.6,
2024,1501+,Pontifical Catholic University of Minas Gerais,Brazil,9.7–22.7,24.4,10.7,14.6,20.5,24.7,
2024,1501+,Pontificia Universidad Católica del Ecuador,Ecuador,9.7–22.7,12.2,8.7,15.3,15.9,63.9,
2024,1501+,Privolzhsky Research Medical University,Russian Federation,9.7–22.7,23.9,9.9,5.2,20.0,40.3,
2024,1501+,PSG College of Technology,India,9.7–22.7,22.9,8.9,29.4,20.7,17.6,
2024,1501+,Recep Tayyip Erdoğan University,Turkey,9.7–22.7,16.3,9.5,23.9,16.6,22.3,
2024,1501+,Reshetnev Siberian State University of Science and Technology,Russian Federation,9.7–22.7,12.3,8.2,15.8,18.5,20.4,
2024,1501+,REVA University,India,9.7–22.7,16.0,7.9,37.9,20.7,19.8,
2024,1501+,Riga Stradiņš University,Latvia,9.7–22.7,17.3,13.8,26.3,23.2,62.7,
2024,1501+,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,9.7–22.7,26.8,17.1,18.1,19.4,23.2,
2024,1501+,Russian State University for the Humanities,Russian Federation,9.7–22.7,13.5,13.4,16.8,15.7,22.1,
2024,1501+,R V College of Engineering,India,9.7–22.7,24.6,9.4,29.3,17.8,16.1,
2024,1501+,Ryukoku University,Japan,9.7–22.7,15.5,10.6,12.0,23.2,31.2,
2024,1501+,Rzeszów University of Technology,Poland,9.7–22.7,20.6,9.1,29.1,22.9,23.1,
2024,1501+,Saga University,Japan,9.7–22.7,26.0,14.5,21.8,59.0,25.4,
2024,1501+,Saints Cyril and Methodius University in Skopje,North Macedonia,9.7–22.7,19.2,9.3,25.9,23.2,46.0,
2024,1501+,Saitama University,Japan,9.7–22.7,22.9,15.5,19.4,41.2,41.5,
2024,1501+,Samara State Technical University,Russian Federation,9.7–22.7,16.9,10.6,10.9,32.3,22.1,
2024,1501+,San Sebastián University,Chile,9.7–22.7,14.2,9.2,12.1,16.1,43.2,
2024,1501+,Saratov State Medical University,Russian Federation,9.7–22.7,25.6,10.7,3.7,16.2,31.2,
2024,1501+,Satbayev University,Kazakhstan,9.7–22.7,22.7,10.8,8.5,23.2,68.7,
2024,1501+,SGH Warsaw School of Economics,Poland,9.7–22.7,24.8,15.2,24.1,16.1,36.7,
2024,1501+,Shahed University,Iran,9.7–22.7,30.3,14.8,22.5,26.6,18.7,
2024,1501+,Shimane University,Japan,9.7–22.7,25.7,13.0,19.3,37.1,28.7,
2024,1501+,Shizuoka University,Japan,9.7–22.7,22.6,16.0,19.5,58.3,37.0,
2024,1501+,Siberian State Medical University,Russian Federation,9.7–22.7,22.1,9.6,3.4,17.1,39.8,
2024,1501+,Sichuan University of Science and Engineering,China,9.7–22.7,12.0,10.4,23.8,26.4,20.3,
2024,1501+,Silpakorn University,Thailand,9.7–22.7,19.3,13.6,20.7,38.0,29.0,
2024,1501+,Sivas Cumhuriyet University,Turkey,9.7–22.7,14.9,9.5,26.1,18.5,29.7,
2024,1501+,Slovak University of Technology in Bratislava,Slovakia,9.7–22.7,27.6,12.0,22.3,28.7,32.8,
2024,1501+,Sofia University,Bulgaria,9.7–22.7,28.3,12.2,23.4,21.6,39.4,
2024,1501+,Sophia University,Japan,9.7–22.7,22.6,11.0,13.3,25.4,50.9,
2024,1501+,Southwest State University,Russian Federation,9.7–22.7,20.8,11.2,11.4,33.7,32.1,
2024,1501+,Srinakharinwirot University,Thailand,9.7–22.7,19.4,9.7,15.8,18.8,22.3,
2024,1501+,"State University ""Kyiv Aviation Institute""",Ukraine,9.7–22.7,22.2,8.7,35.2,16.4,23.8,
2024,1501+,State University of Bahia,Brazil,9.7–22.7,19.3,8.6,4.1,16.2,20.0,
2024,1501+,State University of Malang,Indonesia,9.7–22.7,18.5,11.1,30.0,15.8,31.4,
2024,1501+,State University of Ponta Grossa,Brazil,9.7–22.7,24.9,11.3,18.1,18.1,25.9,
2024,1501+,Universidade Estadual de Santa Cruz,Brazil,9.7–22.7,22.9,9.3,14.1,17.4,34.9,
2024,1501+,Süleyman Demirel University,Turkey,9.7–22.7,23.5,9.8,29.9,18.6,25.6,
2024,1501+,Széchenyi István University,Hungary,9.7–22.7,19.1,11.7,23.2,17.4,29.6,
2024,1501+,Tamil Nadu Agricultural University,India,9.7–22.7,29.5,11.0,14.0,26.7,17.0,
2024,1501+,Taras Shevchenko National University of Kyiv,Ukraine,9.7–22.7,30.0,13.1,20.2,31.4,31.8,
2024,1501+,Technical University of Liberec,Czechia,9.7–22.7,21.0,18.9,18.2,34.5,44.2,
2024,1501+,Technical University of Sofia,Bulgaria,9.7–22.7,23.2,11.1,24.2,25.0,26.8,
2024,1501+,Technological University of Pereira,Colombia,9.7–22.7,15.0,4.6,14.8,19.2,32.4,
2024,1501+,Teikyo University,Japan,9.7–22.7,17.4,12.7,33.9,37.2,26.7,
2024,1501+,Telkom University,Indonesia,9.7–22.7,15.0,11.0,28.5,21.3,38.1,
2024,1501+,Temuco Catholic University,Chile,9.7–22.7,19.8,10.5,12.7,23.9,43.1,
2024,1501+,Tokat Gaziosmanpaşa University,Turkey,9.7–22.7,17.1,8.6,33.7,17.5,32.1,
2024,1501+,Tokyo City University,Japan,9.7–22.7,17.6,12.0,13.9,43.6,28.6,
2024,1501+,Tokyo Denki University,Japan,9.7–22.7,14.9,9.0,12.1,56.4,21.9,
2024,1501+,Tokyo University of Agriculture,Japan,9.7–22.7,18.1,9.1,18.9,29.8,23.1,
2024,1501+,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,9.7–22.7,22.2,11.0,18.9,40.0,38.5,
2024,1501+,Tottori University,Japan,9.7–22.7,28.8,13.4,21.3,46.7,26.6,
2024,1501+,Toyama Prefectural University,Japan,9.7–22.7,25.0,9.5,9.5,27.0,21.8,
2024,1501+,Toyo University,Japan,9.7–22.7,14.4,9.2,8.7,19.6,36.0,
2024,1501+,Tula State University,Russian Federation,9.7–22.7,11.6,9.0,5.1,17.6,19.0,
2024,1501+,Ufa State Petroleum Technological University,Russian Federation,9.7–22.7,23.0,8.0,17.1,16.7,29.7,
2024,1501+,Ufa University of Science and Technology,Russian Federation,9.7–22.7,19.3,10.2,8.1,25.6,22.7,
2024,1501+,Universidad Andrés Bello (UNAB),Chile,9.7–22.7,15.1,10.4,33.5,20.7,50.6,
2024,1501+,Universidad Autónoma de Ciudad Juárez,Mexico,9.7–22.7,15.6,8.0,10.2,17.5,37.3,
2024,1501+,Universidad Autónoma de Coahuila,Mexico,9.7–22.7,21.4,8.0,12.8,18.1,34.4,
2024,1501+,Universidad Autónoma del Estado de Hidalgo,Mexico,9.7–22.7,19.2,9.6,11.1,18.1,26.4,
2024,1501+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,9.7–22.7,22.2,9.3,7.7,17.4,26.9,
2024,1501+,Universidad Autónoma del Estado de Morelos,Mexico,9.7–22.7,17.1,9.1,9.1,28.8,27.4,
2024,1501+,Universidad Autónoma de Nuevo León (UANL),Mexico,9.7–22.7,13.3,9.1,17.1,19.8,33.4,
2024,1501+,Universidad Autónoma de Querétaro,Mexico,9.7–22.7,19.1,10.5,19.1,23.7,30.0,
2024,1501+,Universidad Autónoma de Yucatán,Mexico,9.7–22.7,14.9,10.0,14.6,24.1,33.6,
2024,1501+,Universidad Católica de la Santísima Concepción,Chile,9.7–22.7,13.2,14.9,22.9,16.9,48.9,
2024,1501+,Universidad Católica del Maule,Chile,9.7–22.7,13.4,13.4,19.3,15.8,57.5,
2024,1501+,Universidad de las Fuerzas Armadas – ESPE,Ecuador,9.7–22.7,15.9,8.6,11.6,16.3,40.6,
2024,1501+,Universidad del Valle,Colombia,9.7–22.7,23.2,8.7,12.2,17.9,40.6,
2024,1501+,Universidade do Estado de Santa Catarina,Brazil,9.7–22.7,26.5,11.0,15.7,17.0,21.2,
2024,1501+,Universidade Estadual de Maringá,Brazil,9.7–22.7,28.9,13.8,20.2,21.2,22.0,
2024,1501+,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,9.7–22.7,21.1,10.9,21.6,22.3,34.5,
2024,1501+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,9.7–22.7,27.6,9.8,7.4,17.2,20.4,
2024,1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,9.7–22.7,21.2,12.8,25.1,21.2,26.1,
2024,1501+,Universidade Federal de Juiz de Fora,Brazil,9.7–22.7,18.5,12.1,27.5,18.6,29.8,
2024,1501+,Universidade Federal de Ouro Preto (UFOP),Brazil,9.7–22.7,22.1,12.0,20.7,25.5,24.7,
2024,1501+,Universidade Federal de Sergipe,Brazil,9.7–22.7,17.0,10.4,36.4,18.1,28.1,
2024,1501+,Universidade Federal do Maranhão (UFMA),Brazil,9.7–22.7,15.2,10.3,14.5,18.7,23.2,
2024,1501+,Universidade Federal Rural do Semi-Arido,Brazil,9.7–22.7,19.1,9.0,5.7,16.6,18.3,
2024,1501+,Universidade Nove de Julho (Uninove),Brazil,9.7–22.7,17.9,8.1,9.6,17.5,26.9,
2024,1501+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,9.7–22.7,16.7,10.2,22.3,42.3,25.3,
2024,1501+,Universidad Industrial de Santander (UIS),Colombia,9.7–22.7,14.4,12.2,11.6,31.5,38.0,
2024,1501+,Universidad Mayor,Chile,9.7–22.7,18.6,9.1,28.7,16.0,49.5,
2024,1501+,Universidad Nacional del Litoral,Argentina,9.7–22.7,12.0,9.4,16.9,24.1,29.2,
2024,1501+,Universidad Panamericana (UP),Mexico,9.7–22.7,23.9,9.1,12.0,16.0,43.9,
2024,1501+,Universidad Pedagogica y Tecnologica de Colombia - UPTC,Colombia,9.7–22.7,19.3,7.7,5.2,16.0,35.5,
2024,1501+,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,9.7–22.7,13.5,8.7,10.1,15.6,26.5,
2024,1501+,Universidad Politécnica Salesiana,Ecuador,9.7–22.7,11.6,9.5,13.6,15.8,42.0,
2024,1501+,Universidad Pontificia Bolivariana (UPB),Colombia,9.7–22.7,24.2,10.6,10.2,26.8,37.2,
2024,1501+,Universidad Técnica Particular de Loja,Ecuador,9.7–22.7,10.6,8.4,11.2,15.8,48.2,
2024,1501+,Universitas Andalas,Indonesia,9.7–22.7,24.7,12.7,16.5,36.1,33.2,
2024,1501+,Universitas Negeri Surabaya,Indonesia,9.7–22.7,13.5,9.0,27.2,15.6,35.0,
2024,1501+,Universitas Negeri Yogyakarta,Indonesia,9.7–22.7,16.9,10.5,28.8,23.1,30.6,
2024,1501+,Universitas Padjadjaran,Indonesia,9.7–22.7,28.5,12.2,19.2,23.6,34.3,
2024,1501+,Universitas Pendidikan Indonesia,Indonesia,9.7–22.7,19.8,12.1,33.0,16.3,23.9,
2024,1501+,Universitas Sriwijaya,Indonesia,9.7–22.7,12.4,9.0,18.1,16.2,19.9,
2024,1501+,Universitas Sumatera Utara,Indonesia,9.7–22.7,16.5,10.5,26.6,17.1,27.6,
2024,1501+,Université 8 Mai 1945 Guelma,Algeria,9.7–22.7,14.7,8.6,25.4,15.9,37.0,
2024,1501+,Université Chouaïb Doukkali,Morocco,9.7–22.7,13.4,10.8,28.8,18.9,26.7,
2024,1501+,Université de Gabès,Tunisia,9.7–22.7,20.8,9.4,28.9,16.7,42.8,
2024,1501+,Université Frères Mentouri Constantine 1,Algeria,9.7–22.7,20.2,8.1,13.5,18.2,38.3,
2024,1501+,Université Hassan 1er,Morocco,9.7–22.7,24.9,10.3,19.2,16.6,23.6,
2024,1501+,Université Kasdi Merbah Ouargla,Algeria,9.7–22.7,20.0,8.6,16.0,17.3,29.4,
2024,1501+,Université Mohammed Premier,Morocco,9.7–22.7,19.2,9.9,33.6,16.4,35.1,
2024,1501+,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,9.7–22.7,16.8,7.6,6.6,17.2,45.4,
2024,1501+,Université Sultan Moulay Slimane,Morocco,9.7–22.7,11.8,9.8,29.9,21.1,21.5,
2024,1501+,Universiti Kuala Lumpur,Malaysia,9.7–22.7,23.6,9.0,24.3,25.5,43.7,
2024,1501+,Universiti Malaysia Kelantan,Malaysia,9.7–22.7,16.1,13.0,32.6,16.2,41.9,
2024,1501+,Universiti Malaysia Sabah (UMS),Malaysia,9.7–22.7,17.8,14.3,25.0,21.8,41.8,
2024,1501+,Universiti Teknologi MARA,Malaysia,9.7–22.7,20.2,14.7,28.6,23.9,24.2,
2024,1501+,University Abdelhamid Ibn Badis Mostaganem,Algeria,9.7–22.7,17.7,7.8,8.1,15.7,33.5,
2024,1501+,University for Development Studies,Ghana,9.7–22.7,11.1,9.9,31.1,18.9,51.5,
2024,1501+,University Mohamed Boudiaf of M’Sila,Algeria,9.7–22.7,18.1,9.2,10.3,17.9,34.3,
2024,1501+,University of Abou Bekr Belkaïd Tlemcen,Algeria,9.7–22.7,22.7,9.0,11.6,19.6,35.3,
2024,1501+,University of Anbar,Iraq,9.7–22.7,17.7,9.1,39.1,16.9,29.3,
2024,1501+,University of Baghdad,Iraq,9.7–22.7,25.1,12.6,19.8,28.5,20.2,
2024,1501+,University of Basrah,Iraq,9.7–22.7,23.4,7.8,14.6,16.2,26.1,
2024,1501+,University of Batna 2,Algeria,9.7–22.7,17.5,7.9,12.2,15.9,30.4,
2024,1501+,University of Béjaïa,Algeria,9.7–22.7,13.8,8.3,14.4,20.9,44.9,
2024,1501+,University of Benin,Nigeria,9.7–22.7,15.5,5.7,35.0,16.4,34.7,
2024,1501+,University of Bío-Bío,Chile,9.7–22.7,12.9,12.8,13.9,19.1,46.7,
2024,1501+,University of Birjand,Iran,9.7–22.7,11.1,9.5,26.7,16.8,26.2,
2024,1501+,University of Biskra,Algeria,9.7–22.7,16.3,8.6,19.3,15.9,38.1,
2024,1501+,University of Brawijaya,Indonesia,9.7–22.7,20.5,9.9,17.2,20.4,25.7,
2024,1501+,University of Caldas,Colombia,9.7–22.7,10.1,11.0,9.0,53.2,32.2,
2024,1501+,University of Caxias do Sul,Brazil,9.7–22.7,15.9,9.4,11.8,22.3,21.6,
2024,1501+,University of Colima,Mexico,9.7–22.7,21.6,8.0,12.4,20.0,31.6,
2024,1501+,University of Craiova,Romania,9.7–22.7,18.3,11.5,25.2,18.4,24.0,
2024,1501+,University of Dar es Salaam,Tanzania,9.7–22.7,14.4,10.3,28.2,21.7,49.5,
2024,1501+,Prague University of Economics and Business (VŠE),Czechia,9.7–22.7,15.5,14.9,27.6,16.8,47.9,
2024,1501+,University of Fortaleza (UNIFOR),Brazil,9.7–22.7,14.3,9.4,33.6,16.9,37.8,
2024,1501+,University of Fukui,Japan,9.7–22.7,26.0,12.4,16.4,37.9,26.5,
2024,1501+,University of Guadalajara,Mexico,9.7–22.7,16.3,8.8,13.7,18.0,31.2,
2024,1501+,University of Guanajuato,Mexico,9.7–22.7,16.2,9.3,13.4,20.5,36.4,
2024,1501+,University of Havana,Cuba,9.7–22.7,28.1,11.8,10.8,33.9,53.0,
2024,1501+,University of Hyogo,Japan,9.7–22.7,22.5,13.2,11.8,56.5,24.6,
2024,1501+,University of Jijel,Algeria,9.7–22.7,12.8,8.8,12.7,16.0,37.5,
2024,1501+,University of Karachi,Pakistan,9.7–22.7,14.1,10.6,19.5,24.5,44.4,
2024,1501+,University of Kelaniya,Sri Lanka,9.7–22.7,16.8,8.1,12.0,17.2,36.2,
2024,1501+,University of Kerbala,Iraq,9.7–22.7,18.3,7.7,10.7,15.8,22.6,
2024,1501+,University of Kufa,Iraq,9.7–22.7,20.0,8.7,18.0,16.7,29.5,
2024,1501+,University of Laghouat,Algeria,9.7–22.7,14.0,8.6,17.2,15.9,39.7,
2024,1501+,University of Lampung,Indonesia,9.7–22.7,17.1,8.1,26.3,16.8,18.4,
2024,1501+,University of La Sabana,Colombia,9.7–22.7,17.4,10.9,19.7,16.6,44.3,
2024,1501+,University of Life Sciences in Lublin,Poland,9.7–22.7,20.2,11.7,30.3,19.1,20.7,
2024,1501+,University of Lodz,Poland,9.7–22.7,20.6,15.6,28.8,19.2,35.5,
2024,1501+,University of Los Lagos,Chile,9.7–22.7,15.9,14.1,25.8,16.0,49.5,
2024,1501+,University of Lucknow,India,9.7–22.7,28.4,10.3,26.5,18.0,23.1,
2024,1501+,University of Macerata (UNIMC),Italy,9.7–22.7,16.2,18.1,24.6,15.6,37.3,
2024,1501+,University of Mascara,Algeria,9.7–22.7,13.7,7.5,31.4,16.1,43.2,
2024,1501+,University of Miskolc,Hungary,9.7–22.7,25.6,13.4,16.1,21.7,31.7,
2024,1501+,University of Miyazaki,Japan,9.7–22.7,27.4,11.8,24.3,44.0,27.8,
2024,1501+,University of Montenegro,Montenegro,9.7–22.7,13.0,12.6,23.8,25.4,41.8,
2024,1501+,University of Mosul,Iraq,9.7–22.7,14.8,9.9,16.3,28.8,20.1,
2024,1501+,University of Mysore,India,9.7–22.7,28.2,9.0,23.2,22.3,42.3,
2024,1501+,University of Novi Sad,Serbia,9.7–22.7,19.0,11.7,29.1,36.4,33.6,
2024,1501+,University of Ostrava,Czechia,9.7–22.7,19.5,16.3,23.2,18.2,46.2,
2024,1501+,University of Pannonia,Hungary,9.7–22.7,22.2,15.6,21.5,45.5,37.9,
2024,1501+,University of Pardubice,Czechia,9.7–22.7,21.1,17.7,17.7,30.0,39.8,
2024,1501+,University of Pernambuco,Brazil,9.7–22.7,16.0,10.3,15.2,18.3,26.4,
2024,1501+,University of Phayao,Thailand,9.7–22.7,14.9,9.4,39.3,16.3,25.9,
2024,1501+,University of Port Harcourt,Nigeria,9.7–22.7,23.1,14.4,15.4,21.8,32.0,
2024,1501+,University of Primorska,Slovenia,9.7–22.7,16.4,14.9,26.5,21.9,61.8,
2024,1501+,University of Prishtina,Kosovo,9.7–22.7,11.8,10.7,13.7,18.4,38.9,
2024,1501+,University of Rijeka,Croatia,9.7–22.7,18.7,16.7,29.9,25.8,29.2,
2024,1501+,"University of Santiago, Chile (USACH)",Chile,9.7–22.7,15.8,15.4,29.8,27.7,45.9,
2024,1501+,University of Santo Tomas,Philippines,9.7–22.7,19.6,9.5,25.8,20.7,67.0,
2024,1501+,University of Sarajevo,Bosnia and Herzegovina,9.7–22.7,16.4,10.8,18.6,23.6,27.7,
2024,1501+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,9.7–22.7,24.6,7.0,9.0,17.3,32.4,
2024,1501+,University of Sciences and Technology Houari Boumediene,Algeria,9.7–22.7,17.8,7.4,12.8,18.2,35.3,
2024,1501+,University of Shizuoka,Japan,9.7–22.7,25.9,12.9,15.2,58.9,26.5,
2024,1501+,University of Silesia in Katowice,Poland,9.7–22.7,23.2,13.5,23.4,21.8,29.7,
2024,1501+,University of Sistan and Baluchestan,Iran,9.7–22.7,18.5,11.4,26.4,22.9,22.7,
2024,1501+,University of Sonora,Mexico,9.7–22.7,13.6,8.4,13.6,32.3,34.9,
2024,1501+,University of Sri Jayewardenepura,Sri Lanka,9.7–22.7,13.0,9.0,35.7,18.4,35.8,
2024,1501+,"University of the Andes, Venezuela",Venezuela,9.7–22.7,21.9,8.6,8.8,27.7,50.2,
2024,1501+,"University of the North, Colombia",Colombia,9.7–22.7,18.3,13.0,26.0,24.0,52.8,
2024,1501+,University of the Peloponnese,Greece,9.7–22.7,16.1,12.6,28.9,29.0,27.8,
2024,1501+,University of the Ryukyus,Japan,9.7–22.7,25.4,14.1,22.6,37.2,37.6,
2024,1501+,University of Valparaíso,Chile,9.7–22.7,15.4,12.2,22.0,18.7,47.8,
2024,1501+,University of Warmia and Mazury in Olsztyn,Poland,9.7–22.7,16.9,13.5,35.3,21.8,23.3,
2024,1501+,University of West Attica,Greece,9.7–22.7,10.0,9.7,34.7,22.8,24.9,
2024,1501+,Uşak University,Turkey,9.7–22.7,11.4,10.4,14.3,19.0,32.1,
2024,1501+,Utsunomiya University,Japan,9.7–22.7,20.4,12.6,9.1,27.7,29.1,
2024,1501+,Uzhhorod National University,Ukraine,9.7–22.7,22.2,8.9,4.7,16.2,45.2,
